delta,errors_joint,errors_amatch,error_rate_joint,error_rate_amatch,auroc_joint,auroc_amatch,joint_weight_index,joint_lambda_index,amatch_weight_index,amatch_lambda_index,r
-1.0,645,644,0.157470703125,0.1572265625,0.8942247415216451,0.8728890467030482,2,3,2,4,0
-1.0,645,644,0.157470703125,0.1572265625,0.8944127821832903,0.8728890467030482,2,3,2,4,1
-1.0,645,644,0.157470703125,0.1572265625,0.8817439005503531,0.8728890467030482,4,3,2,4,2
-1.0,645,644,0.157470703125,0.1572265625,0.894767864041829,0.8728890467030482,2,3,2,4,3
-1.0,645,644,0.157470703125,0.1572265625,0.8944807918134542,0.8728890467030482,2,3,2,4,4
-1.0,645,644,0.157470703125,0.1572265625,0.8945972433907167,0.8728890467030482,2,3,2,4,5
-1.0,645,644,0.157470703125,0.1572265625,0.8946261176547511,0.8728890467030482,2,3,2,4,6
-1.0,645,644,0.157470703125,0.1572265625,0.8946175269646253,0.8728890467030482,2,3,2,4,7
-1.0,645,644,0.157470703125,0.1572265625,0.8946774231652256,0.8728890467030482,2,3,2,4,8
-1.0,645,644,0.157470703125,0.1572265625,0.8942894103278709,0.8728890467030482,2,3,2,4,9
-1.0,645,644,0.157470703125,0.1572265625,0.8942514681131479,0.8728890467030482,2,3,2,4,10
-1.0,645,644,0.157470703125,0.1572265625,0.8947879089854561,0.8728890467030482,2,3,2,4,11
-1.0,645,644,0.157470703125,0.1572265625,0.8948435098409935,0.8728890467030482,2,3,2,4,12
-1.0,645,644,0.157470703125,0.1572265625,0.894984063076665,0.8728890467030482,2,3,2,4,13
-3.0,647,644,0.157958984375,0.1572265625,0.8941903787611415,0.8728890467030482,2,3,2,4,14
-1.0,645,644,0.157470703125,0.1572265625,0.8948411235381808,0.8728890467030482,2,3,2,4,15
-1.0,645,644,0.157470703125,0.1572265625,0.8948626002634957,0.8728890467030482,2,3,2,4,16
-1.0,645,644,0.157470703125,0.1572265625,0.8947005703025093,0.8728890467030482,2,3,2,4,17
-1.0,645,644,0.157470703125,0.1572265625,0.89459223215481,0.8728890467030482,2,3,2,4,18
-2.0,646,644,0.15771484375,0.1572265625,0.8943922599791008,0.8728890467030482,2,3,2,4,19
-1.0,645,644,0.157470703125,0.1572265625,0.8952045574565639,0.8728890467030482,2,3,2,4,20
-1.0,645,644,0.157470703125,0.1572265625,0.8946499806828787,0.8728890467030482,2,3,2,4,21
-1.0,645,644,0.157470703125,0.1572265625,0.8948981561754057,0.8728890467030482,2,3,2,4,22
-1.0,645,644,0.157470703125,0.1572265625,0.8947179903130423,0.8728890467030482,2,3,2,4,23
-1.0,645,644,0.157470703125,0.1572265625,0.895080946970863,0.8728890467030482,2,3,2,4,24
-1.0,645,644,0.157470703125,0.1572265625,0.894354317764378,0.8728890467030482,2,3,2,4,25
-1.0,645,644,0.157470703125,0.1572265625,0.894637333277971,0.8728890467030482,2,3,2,4,26
-2.0,646,644,0.15771484375,0.1572265625,0.8729711355198072,0.8728890467030482,5,4,2,4,27
-1.0,645,644,0.157470703125,0.1572265625,0.8948785884923409,0.8728890467030482,2,3,2,4,28
-1.0,645,644,0.157470703125,0.1572265625,0.8947688185629542,0.8728890467030482,2,3,2,4,29
-1.0,645,644,0.157470703125,0.1572265625,0.8949838244463837,0.8728890467030482,2,3,2,4,30
-1.0,645,644,0.157470703125,0.1572265625,0.8946487875314724,0.8728890467030482,2,3,2,4,31
-1.0,645,644,0.157470703125,0.1572265625,0.8947821818587057,0.8728890467030482,2,3,2,4,32
-1.0,645,644,0.157470703125,0.1572265625,0.8952398747381928,0.8728890467030482,2,3,2,4,33
-1.0,645,644,0.157470703125,0.1572265625,0.8946347083448771,0.8728890467030482,2,3,2,4,34
