delta,errors_joint,errors_amatch,error_rate_joint,error_rate_amatch,auroc_joint,auroc_amatch,joint_weight_index,joint_lambda_index,amatch_weight_index,amatch_lambda_index,r
0.0,672,672,0.1640625,0.1640625,0.8742475123710887,0.8743323903768369,5,4,2,4,43
0.0,672,672,0.1640625,0.1640625,0.8742713545075347,0.8743323903768369,5,4,2,4,44
0.0,672,672,0.1640625,0.1640625,0.874471866875047,0.8743323903768369,2,4,2,4,45
0.0,672,672,0.1640625,0.1640625,0.8743476493441624,0.8743323903768369,2,4,2,4,46
0.0,672,672,0.1640625,0.1640625,0.874419175753501,0.8743323903768369,2,4,2,4,47
0.0,672,672,0.1640625,0.1640625,0.8742396444660613,0.8743323903768369,5,4,2,4,48
0.0,672,672,0.1640625,0.1640625,0.8744773505664296,0.8743323903768369,2,4,2,4,49
0.0,672,672,0.1640625,0.1640625,0.874312839824951,0.8743323903768369,2,4,2,4,50
0.0,672,672,0.1640625,0.1640625,0.8742839908398512,0.8743323903768369,5,4,2,4,51
0.0,672,672,0.1640625,0.1640625,0.8739485319800537,0.8743323903768369,5,4,2,4,52
0.0,672,672,0.1640625,0.1640625,0.8742370218310522,0.8743323903768369,5,4,2,4,53
0.0,672,672,0.1640625,0.1640625,0.8744964242755865,0.8743323903768369,2,4,2,4,54
0.0,672,672,0.1640625,0.1640625,0.8743557556705541,0.8743323903768369,5,4,2,4,55
0.0,672,672,0.1640625,0.1640625,0.8744353884062843,0.8743323903768369,2,4,2,4,56
0.0,672,672,0.1640625,0.1640625,0.8744575615931793,0.8743323903768369,2,4,2,4,57
0.0,672,672,0.1640625,0.1640625,0.8744668600263932,0.8743323903768369,2,4,2,4,58
0.0,672,672,0.1640625,0.1640625,0.8745479232903101,0.8743323903768369,2,4,2,4,59
0.0,672,672,0.1640625,0.1640625,0.8743986715161574,0.8743323903768369,2,4,2,4,60
0.0,672,672,0.1640625,0.1640625,0.8743176082522403,0.8743323903768369,5,4,2,4,61
0.0,672,672,0.1640625,0.1640625,0.8743145087745023,0.8743323903768369,5,4,2,4,62
0.0,672,672,0.1640625,0.1640625,0.8743235687863519,0.8743323903768369,5,4,2,4,63
0.0,672,672,0.1640625,0.1640625,0.8744890332132882,0.8743323903768369,2,4,2,4,64
0.0,672,672,0.1640625,0.1640625,0.874424421023519,0.8743323903768369,2,4,2,4,65
0.0,672,672,0.1640625,0.1640625,0.8744222752312389,0.8743323903768369,2,4,2,4,66
0.0,672,672,0.1640625,0.1640625,0.8744372957771999,0.8743323903768369,2,4,2,4,67
0.0,672,672,0.1640625,0.1640625,0.874444448418134,0.8743323903768369,2,4,2,4,68
0.0,672,672,0.1640625,0.1640625,0.8743447882877889,0.8743323903768369,2,4,2,4,69
0.0,672,672,0.1640625,0.1640625,0.8744227520739678,0.8743323903768369,2,4,2,4,70
0.0,672,672,0.1640625,0.1640625,0.8744375341985645,0.8743323903768369,2,4,2,4,71
0.0,672,672,0.1640625,0.1640625,0.8744814037296254,0.8743323903768369,2,4,2,4,72
0.0,672,672,0.1640625,0.1640625,0.8744554158008991,0.8743323903768369,2,4,2,4,73
0.0,672,672,0.1640625,0.1640625,0.8745128753497343,0.8743323903768369,5,4,2,4,74
0.0,672,672,0.1640625,0.1640625,0.8743283372136411,0.8743323903768369,5,4,2,4,75
0.0,672,672,0.1640625,0.1640625,0.8743493182937135,0.8743323903768369,5,4,2,4,76
0.0,672,672,0.1640625,0.1640625,0.8741807543890393,0.8743323903768369,5,4,2,4,77
0.0,672,672,0.1640625,0.1640625,0.8744082083707355,0.8743323903768369,2,4,2,4,78
0.0,672,672,0.1640625,0.1640625,0.8743211845727071,0.8743323903768369,5,4,2,4,79
0.0,672,672,0.1640625,0.1640625,0.8742994882285412,0.8743323903768369,5,4,2,4,80
0.0,672,672,0.1640625,0.1640625,0.8742858982107669,0.8743323903768369,5,4,2,4,81
0.0,672,672,0.1640625,0.1640625,0.8745414859134697,0.8743323903768369,2,4,2,4,82
0.0,672,672,0.1640625,0.1640625,0.8742076960032235,0.8743323903768369,5,4,2,4,83
0.0,672,672,0.1640625,0.1640625,0.8744268052371638,0.8743323903768369,2,4,2,4,84
0.0,672,672,0.1640625,0.1640625,0.8744446868394983,0.8743323903768369,2,4,2,4,85
0.0,672,672,0.1640625,0.1640625,0.8744387263053869,0.8743323903768369,2,4,2,4,86
0.0,672,672,0.1640625,0.1640625,0.874366484631955,0.8743323903768369,5,4,2,4,87
0.0,672,672,0.1640625,0.1640625,0.8742730234570858,0.8743323903768369,5,4,2,4,88
0.0,672,672,0.1640625,0.1640625,0.8744487400026941,0.8743323903768369,2,4,2,4,89
0.0,672,672,0.1640625,0.1640625,0.8744010557298019,0.8743323903768369,2,4,2,4,90
0.0,672,672,0.1640625,0.1640625,0.8742432207865282,0.8743323903768369,5,4,2,4,91
0.0,672,672,0.1640625,0.1640625,0.8745147827206502,0.8743323903768369,2,4,2,4,92
0.0,672,672,0.1640625,0.1640625,0.8744742510886916,0.8743323903768369,2,4,2,4,93
0.0,672,672,0.1640625,0.1640625,0.8744833111005412,0.8743323903768369,2,4,2,4,94
0.0,672,672,0.1640625,0.1640625,0.8744535084299834,0.8743323903768369,2,4,2,4,95
0.0,672,672,0.1640625,0.1640625,0.8743967641452416,0.8743323903768369,2,4,2,4,96
0.0,672,672,0.1640625,0.1640625,0.8744217983885101,0.8743323903768369,2,4,2,4,97
0.0,672,672,0.1640625,0.1640625,0.8744854568928213,0.8743323903768369,2,4,2,4,98
0.0,672,672,0.1640625,0.1640625,0.8744399184122091,0.8743323903768369,2,4,2,4,99
0.0,672,672,0.1640625,0.1640625,0.8743636235755813,0.8743323903768369,2,4,2,4,100
0.0,672,672,0.1640625,0.1640625,0.8743569477773763,0.8743323903768369,2,4,2,4,101
0.0,672,672,0.1640625,0.1640625,0.8744508857949742,0.8743323903768369,2,4,2,4,102
0.0,672,672,0.1640625,0.1640625,0.8742758845134595,0.8743323903768369,5,4,2,4,103
0.0,672,672,0.1640625,0.1640625,0.8744029631007175,0.8743323903768369,5,4,2,4,104
0.0,672,672,0.1640625,0.1640625,0.8743927109820457,0.8743323903768369,2,4,2,4,105
0.0,672,672,0.1640625,0.1640625,0.8742107954809614,0.8743323903768369,5,4,2,4,106
0.0,672,672,0.1640625,0.1640625,0.8744122615339315,0.8743323903768369,2,4,2,4,107
0.0,672,672,0.1640625,0.1640625,0.8743493182937137,0.8743323903768369,5,4,2,4,108
0.0,672,672,0.1640625,0.1640625,0.8745088221865385,0.8743323903768369,5,4,2,4,109
0.0,672,672,0.1640625,0.1640625,0.8742878055816825,0.8743323903768369,5,4,2,4,110
0.0,672,672,0.1640625,0.1640625,0.8742711160861701,0.8743323903768369,5,4,2,4,111
0.0,672,672,0.1640625,0.1640625,0.8743536098782738,0.8743323903768369,2,4,2,4,112
0.0,672,672,0.1640625,0.1640625,0.8742982961217189,0.8743323903768369,5,4,2,4,113
0.0,672,672,0.1640625,0.1640625,0.8745045306019782,0.8743323903768369,2,4,2,4,114
0.0,672,672,0.1640625,0.1640625,0.8743500335578069,0.8743323903768369,2,4,2,4,115
0.0,672,672,0.1640625,0.1640625,0.8742732618784504,0.8743323903768369,5,4,2,4,116
0.0,672,672,0.1640625,0.1640625,0.8746196881210131,0.8743323903768369,2,4,2,4,117
0.0,672,672,0.1640625,0.1640625,0.874244651314715,0.8743323903768369,2,4,2,4,118
0.0,672,672,0.1640625,0.1640625,0.8744392031481159,0.8743323903768369,2,4,2,4,119
0.0,672,672,0.1640625,0.1640625,0.8744473094745073,0.8743323903768369,2,4,2,4,120
0.0,672,672,0.1640625,0.1640625,0.874290666638056,0.8743323903768369,5,4,2,4,121
0.0,672,672,0.1640625,0.1640625,0.8744670984477576,0.8743323903768369,2,4,2,4,122
0.0,672,672,0.1640625,0.1640625,0.8746249333910313,0.8743323903768369,2,4,2,4,123
0.0,672,672,0.1640625,0.1640625,0.8742675397657033,0.8743323903768369,5,4,2,4,124
0.0,672,672,0.1640625,0.1640625,0.8742336839319498,0.8743323903768369,5,4,2,4,125
0.0,672,672,0.1640625,0.1640625,0.8744020094152596,0.8743323903768369,2,4,2,4,126
0.0,672,672,0.1640625,0.1640625,0.8743095019258486,0.8743323903768369,5,4,2,4,127
0.0,672,672,0.1640625,0.1640625,0.8743991483588862,0.8743323903768369,2,4,2,4,128
0.0,672,672,0.1640625,0.1640625,0.8741907680863468,0.8743323903768369,5,4,2,4,129
0.0,672,672,0.1640625,0.1640625,0.8742365449883234,0.8743323903768369,5,4,2,4,130
0.0,672,672,0.1640625,0.1640625,0.8742169944364375,0.8743323903768369,5,4,2,4,131
0.0,672,672,0.1640625,0.1640625,0.8743090250831197,0.8743323903768369,5,4,2,4,132
0.0,672,672,0.1640625,0.1640625,0.8745448238125721,0.8743323903768369,2,4,2,4,133
0.0,672,672,0.1640625,0.1640625,0.8744482631599652,0.8743323903768369,2,4,2,4,134
0.0,672,672,0.1640625,0.1640625,0.8743221382581652,0.8743323903768369,5,4,2,4,135
0.0,672,672,0.1640625,0.1640625,0.8743972409879704,0.8743323903768369,5,4,2,4,136
0.0,672,672,0.1640625,0.1640625,0.874397002566606,0.8743323903768369,5,4,2,4,137
0.0,672,672,0.1640625,0.1640625,0.8744196525962298,0.8743323903768369,2,4,2,4,138
0.0,672,672,0.1640625,0.1640625,0.874431096821724,0.8743323903768369,2,4,2,4,139
0.0,672,672,0.1640625,0.1640625,0.8745061995515293,0.8743323903768369,2,4,2,4,140
0.0,672,672,0.1640625,0.1640625,0.8743025877062792,0.8743323903768369,5,4,2,4,141
0.0,672,672,0.1640625,0.1640625,0.8743583783055632,0.8743323903768369,5,4,2,4,142
0.0,672,672,0.1640625,0.1640625,0.8743626698901235,0.8743323903768369,2,4,2,4,143
0.0,672,672,0.1640625,0.1640625,0.8742675397657033,0.8743323903768369,5,4,2,4,144
0.0,672,672,0.1640625,0.1640625,0.874536479064816,0.8743323903768369,2,4,2,4,145
0.0,672,672,0.1640625,0.1640625,0.8743068792908395,0.8743323903768369,5,4,2,4,146
0.0,672,672,0.1640625,0.1640625,0.8744406336763024,0.8743323903768369,2,4,2,4,147
0.0,672,672,0.1640625,0.1640625,0.874461614756375,0.8743323903768369,2,4,2,4,148
0.0,672,672,0.1640625,0.1640625,0.8742944813798875,0.8743323903768369,5,4,2,4,149
0.0,672,672,0.1640625,0.1640625,0.8744008173084374,0.8743323903768369,5,4,2,4,150
0.0,672,672,0.1640625,0.1640625,0.8742651555520586,0.8743323903768369,5,4,2,4,151
0.0,672,672,0.1640625,0.1640625,0.8744842647859987,0.8743323903768369,2,4,2,4,152
0.0,672,672,0.1640625,0.1640625,0.8742220012850911,0.8743323903768369,5,4,2,4,153
0.0,672,672,0.1640625,0.1640625,0.8743738756942533,0.8743323903768369,2,4,2,4,154
0.0,672,672,0.1640625,0.1640625,0.8743359666973037,0.8743323903768369,2,4,2,4,155
0.0,672,672,0.1640625,0.1640625,0.8744163146971274,0.8743323903768369,2,4,2,4,156
0.0,672,672,0.1640625,0.1640625,0.8743311982700146,0.8743323903768369,5,4,2,4,157
0.0,672,672,0.1640625,0.1640625,0.8742844676825801,0.8743323903768369,5,4,2,4,158
0.0,672,672,0.1640625,0.1640625,0.8744446868394983,0.8743323903768369,2,4,2,4,159
0.0,672,672,0.1640625,0.1640625,0.8744642373913841,0.8743323903768369,2,4,2,4,160
0.0,672,672,0.1640625,0.1640625,0.874524081153864,0.8743323903768369,2,4,2,4,161
0.0,672,672,0.1640625,0.1640625,0.8743979562520637,0.8743323903768369,2,4,2,4,162
0.0,672,672,0.1640625,0.1640625,0.8744122615339316,0.8743323903768369,5,4,2,4,163
0.0,672,672,0.1640625,0.1640625,0.8744091620561936,0.8743323903768369,2,4,2,4,164
0.0,672,672,0.1640625,0.1640625,0.8742537113265646,0.8743323903768369,5,4,2,4,165
0.0,672,672,0.1640625,0.1640625,0.8743342977477525,0.8743323903768369,2,4,2,4,166
0.0,672,672,0.1640625,0.1640625,0.874329767741828,0.8743323903768369,2,4,2,4,167
0.0,672,672,0.1640625,0.1640625,0.8744270436585282,0.8743323903768369,2,4,2,4,168
0.0,672,672,0.1640625,0.1640625,0.87425132711292,0.8743323903768369,5,4,2,4,169
0.0,672,672,0.1640625,0.1640625,0.8744821189937189,0.8743323903768369,2,4,2,4,170
0.0,672,672,0.1640625,0.1640625,0.8742727850357215,0.8743323903768369,5,4,2,4,171
0.0,672,672,0.1640625,0.1640625,0.8744060625784555,0.8743323903768369,2,4,2,4,172
0.0,672,672,0.1640625,0.1640625,0.8743462188159757,0.8743323903768369,5,4,2,4,173
0.0,672,672,0.1640625,0.1640625,0.874536479064816,0.8743323903768369,2,4,2,4,174
0.0,672,672,0.1640625,0.1640625,0.8744859337355502,0.8743323903768369,2,4,2,4,175
0.0,672,672,0.1640625,0.1640625,0.8745140674565567,0.8743323903768369,2,4,2,4,176
0.0,672,672,0.1640625,0.1640625,0.8746733329280172,0.8743323903768369,2,4,2,4,177
0.0,672,672,0.1640625,0.1640625,0.8744191757535009,0.8743323903768369,2,4,2,4,178
0.0,672,672,0.1640625,0.1640625,0.8743781672788136,0.8743323903768369,2,4,2,4,179
0.0,672,672,0.1640625,0.1640625,0.8744654294982066,0.8743323903768369,2,4,2,4,180
0.0,672,672,0.1640625,0.1640625,0.8743166545667825,0.8743323903768369,5,4,2,4,181
0.0,672,672,0.1640625,0.1640625,0.8744318120858173,0.8743323903768369,5,4,2,4,182
0.0,672,672,0.1640625,0.1640625,0.8746099128450703,0.8743323903768369,2,4,2,4,183
0.0,672,672,0.1640625,0.1640625,0.8743705377951508,0.8743323903768369,2,4,2,4,184
0.0,672,672,0.1640625,0.1640625,0.874327860370912,0.8743323903768369,5,4,2,4,185
0.0,672,672,0.1640625,0.1640625,0.8744043936289044,0.8743323903768369,2,4,2,4,186
0.0,672,672,0.1640625,0.1640625,0.8745858322872596,0.8743323903768369,2,4,2,4,187
0.0,672,672,0.1640625,0.1640625,0.8742799376766555,0.8743323903768369,5,4,2,4,188
0.0,672,672,0.1640625,0.1640625,0.8745426780202921,0.8743323903768369,2,4,2,4,189
0.0,672,672,0.1640625,0.1640625,0.8743977178306994,0.8743323903768369,2,4,2,4,190
0.0,672,672,0.1640625,0.1640625,0.8745472080262169,0.8743323903768369,2,4,2,4,191
0.0,672,672,0.1640625,0.1640625,0.8746008528332206,0.8743323903768369,2,4,2,4,192
0.0,672,672,0.1640625,0.1640625,0.8743731604301598,0.8743323903768369,2,4,2,4,193
0.0,672,672,0.1640625,0.1640625,0.8744234673380613,0.8743323903768369,2,4,2,4,194
0.0,672,672,0.1640625,0.1640625,0.8745057227088004,0.8743323903768369,2,4,2,4,195
0.0,672,672,0.1640625,0.1640625,0.874372206744702,0.8743323903768369,5,4,2,4,196
0.0,672,672,0.1640625,0.1640625,0.8743552788278252,0.8743323903768369,5,4,2,4,197
0.0,672,672,0.1640625,0.1640625,0.8742441744719861,0.8743323903768369,5,4,2,4,198
0.0,672,672,0.1640625,0.1640625,0.8743447882877889,0.8743323903768369,5,4,2,4,199
0.0,672,672,0.1640625,0.1640625,0.8742003049409253,0.8743323903768369,5,4,2,4,200
0.0,672,672,0.1640625,0.1640625,0.8744661447622998,0.8743323903768369,2,4,2,4,201
0.0,672,672,0.1640625,0.1640625,0.8741714559558253,0.8743323903768369,5,4,2,4,202
0.0,672,672,0.1640625,0.1640625,0.8743946183529613,0.8743323903768369,2,4,2,4,203
0.0,672,672,0.1640625,0.1640625,0.8743784057001779,0.8743323903768369,5,4,2,4,204
0.0,672,672,0.1640625,0.1640625,0.8746027602041363,0.8743323903768369,2,4,2,4,205
0.0,672,672,0.1640625,0.1640625,0.8744556542222635,0.8743323903768369,2,4,2,4,206
0.0,672,672,0.1640625,0.1640625,0.8744370573558355,0.8743323903768369,2,4,2,4,207
0.0,672,672,0.1640625,0.1640625,0.874595845984567,0.8743323903768369,2,4,2,4,208
0.0,672,672,0.1640625,0.1640625,0.8745162132488369,0.8743323903768369,2,4,2,4,209
0.0,672,672,0.1640625,0.1640625,0.8744253747089767,0.8743323903768369,2,4,2,4,210
0.0,672,672,0.1640625,0.1640625,0.8746537823761311,0.8743323903768369,2,4,2,4,211
0.0,672,672,0.1640625,0.1640625,0.8744876026851015,0.8743323903768369,2,4,2,4,212
0.0,672,672,0.1640625,0.1640625,0.8742975808576254,0.8743323903768369,5,4,2,4,213
0.0,672,672,0.1640625,0.1640625,0.8742284386619317,0.8743323903768369,5,4,2,4,214
0.0,672,672,0.1640625,0.1640625,0.8743857967624763,0.8743323903768369,2,4,2,4,215
0.0,672,672,0.1640625,0.1640625,0.8742198554928111,0.8743323903768369,5,4,2,4,216
0.0,672,672,0.1640625,0.1640625,0.8744108310057448,0.8743323903768369,5,4,2,4,217
0.0,672,672,0.1640625,0.1640625,0.8743819820206449,0.8743323903768369,2,4,2,4,218
0.0,672,672,0.1640625,0.1640625,0.8744721052964113,0.8743323903768369,2,4,2,4,219
0.0,672,672,0.1640625,0.1640625,0.8744237057594257,0.8743323903768369,2,4,2,4,220
0.0,672,672,0.1640625,0.1640625,0.8742880440030472,0.8743323903768369,5,4,2,4,221
0.0,672,672,0.1640625,0.1640625,0.8744692442400379,0.8743323903768369,2,4,2,4,222
0.0,672,672,0.1640625,0.1640625,0.8742830371543933,0.8743323903768369,5,4,2,4,223
0.0,672,672,0.1640625,0.1640625,0.87429781927899,0.8743323903768369,5,4,2,4,224
0.0,672,672,0.1640625,0.1640625,0.8746125354800794,0.8743323903768369,2,4,2,4,225
0.0,672,672,0.1640625,0.1640625,0.8742608639674985,0.8743323903768369,5,4,2,4,226
0.0,672,672,0.1640625,0.1640625,0.874176462804479,0.8743323903768369,5,4,2,4,227
0.0,672,672,0.1640625,0.1640625,0.8745214585188549,0.8743323903768369,2,4,2,4,228
0.0,672,672,0.1640625,0.1640625,0.8744990469105954,0.8743323903768369,2,4,2,4,229
0.0,672,672,0.1640625,0.1640625,0.874400578887073,0.8743323903768369,2,4,2,4,230
0.0,672,672,0.1640625,0.1640625,0.8744911790055685,0.8743323903768369,2,4,2,4,231
0.0,672,672,0.1640625,0.1640625,0.8743741141156175,0.8743323903768369,5,4,2,4,232
0.0,672,672,0.1640625,0.1640625,0.874509537450632,0.8743323903768369,2,4,2,4,233
0.0,672,672,0.1640625,0.1640625,0.8742031659972986,0.8743323903768369,5,4,2,4,234
0.0,672,672,0.1640625,0.1640625,0.8745605596226267,0.8743323903768369,2,4,2,4,235
0.0,672,672,0.1640625,0.1640625,0.8745004774387823,0.8743323903768369,2,4,2,4,236
0.0,672,672,0.1640625,0.1640625,0.8744485015813297,0.8743323903768369,2,4,2,4,237
0.0,672,672,0.1640625,0.1640625,0.8744387263053868,0.8743323903768369,2,4,2,4,238
0.0,672,672,0.1640625,0.1640625,0.8744341962994622,0.8743323903768369,2,4,2,4,239
0.0,672,672,0.1640625,0.1640625,0.8743881809761209,0.8743323903768369,2,4,2,4,240
0.0,672,672,0.1640625,0.1640625,0.8746437686788238,0.8743323903768369,2,4,2,4,241
0.0,672,672,0.1640625,0.1640625,0.8744177452253141,0.8743323903768369,2,4,2,4,242
0.0,672,672,0.1640625,0.1640625,0.8743764983292622,0.8743323903768369,5,4,2,4,243
0.0,672,672,0.1640625,0.1640625,0.8744771121450651,0.8743323903768369,2,4,2,4,244
0.0,672,672,0.1640625,0.1640625,0.8744735358245982,0.8743323903768369,2,4,2,4,245
0.0,672,672,0.1640625,0.1640625,0.8745007158601468,0.8743323903768369,2,4,2,4,246
0.0,672,672,0.1640625,0.1640625,0.87459012387182,0.8743323903768369,2,4,2,4,247
0.0,672,672,0.1640625,0.1640625,0.8743793593856357,0.8743323903768369,2,4,2,4,248
0.0,672,672,0.1640625,0.1640625,0.8744053473143621,0.8743323903768369,2,4,2,4,249
0.0,672,672,0.1640625,0.1640625,0.8743061640267461,0.8743323903768369,5,4,2,4,250
0.0,672,672,0.1640625,0.1640625,0.8745047690233425,0.8743323903768369,2,4,2,4,251
0.0,672,672,0.1640625,0.1640625,0.8744165531184919,0.8743323903768369,5,4,2,4,252
0.0,672,672,0.1640625,0.1640625,0.8744835495219055,0.8743323903768369,2,4,2,4,253
0.0,672,672,0.1640625,0.1640625,0.8744752047741494,0.8743323903768369,2,4,2,4,254
0.0,672,672,0.1640625,0.1640625,0.8744637605486553,0.8743323903768369,2,4,2,4,255
0.0,672,672,0.1640625,0.1640625,0.8744761584596072,0.8743323903768369,2,4,2,4,256
0.0,672,672,0.1640625,0.1640625,0.8746194496996487,0.8743323903768369,2,4,2,4,257
0.0,672,672,0.1640625,0.1640625,0.874185761237693,0.8743323903768369,5,4,2,4,258
0.0,672,672,0.1640625,0.1640625,0.8744794963587096,0.8743323903768369,2,4,2,4,259
0.0,672,672,0.1640625,0.1640625,0.874534810115265,0.8743323903768369,2,4,2,4,260
0.0,672,672,0.1640625,0.1640625,0.8746254102337603,0.8743323903768369,2,4,2,4,261
0.0,672,672,0.1640625,0.1640625,0.8745345716939004,0.8743323903768369,2,4,2,4,262
0.0,672,672,0.1640625,0.1640625,0.8744079699493712,0.8743323903768369,2,4,2,4,263
0.0,672,672,0.1640625,0.1640625,0.8746008528332208,0.8743323903768369,2,4,2,4,264
0.0,672,672,0.1640625,0.1640625,0.8744272820798926,0.8743323903768369,2,4,2,4,265
0.0,672,672,0.1640625,0.1640625,0.8745016695456047,0.8743323903768369,2,4,2,4,266
0.0,672,672,0.1640625,0.1640625,0.8743676767387771,0.8743323903768369,2,4,2,4,267
0.0,672,672,0.1640625,0.1640625,0.8743383509109484,0.8743323903768369,5,4,2,4,268
0.0,672,672,0.1640625,0.1640625,0.8743354898545749,0.8743323903768369,5,4,2,4,269
0.0,672,672,0.1640625,0.1640625,0.8745646127858225,0.8743323903768369,2,4,2,4,270
0.0,672,672,0.1640625,0.1640625,0.874432050507182,0.8743323903768369,2,4,2,4,271
0.0,672,672,0.1640625,0.1640625,0.8745250348393219,0.8743323903768369,2,4,2,4,272
0.0,672,672,0.1640625,0.1640625,0.8742892361098693,0.8743323903768369,5,4,2,4,273
0.0,672,672,0.1640625,0.1640625,0.8742372602524168,0.8743323903768369,5,4,2,4,274
0.0,672,672,0.1640625,0.1640625,0.8741647801576204,0.8743323903768369,5,4,2,4,275
0.0,672,672,0.1640625,0.1640625,0.8742396444660612,0.8743323903768369,5,4,2,4,276
0.0,672,672,0.1640625,0.1640625,0.8744837879432702,0.8743323903768369,2,4,2,4,277
0.0,672,672,0.1640625,0.1640625,0.8745052458660716,0.8743323903768369,2,4,2,4,278
0.0,672,672,0.1640625,0.1640625,0.8745495922398614,0.8743323903768369,2,4,2,4,279
0.0,672,672,0.1640625,0.1640625,0.874564374364458,0.8743323903768369,2,4,2,4,280
0.0,672,672,0.1640625,0.1640625,0.8745128753497344,0.8743323903768369,2,4,2,4,281
0.0,672,672,0.1640625,0.1640625,0.8743488414509847,0.8743323903768369,5,4,2,4,282
0.0,672,672,0.1640625,0.1640625,0.8743979562520638,0.8743323903768369,2,4,2,4,283
0.0,672,672,0.1640625,0.1640625,0.874515259563379,0.8743323903768369,2,4,2,4,284
0.0,672,672,0.1640625,0.1640625,0.8743919957179522,0.8743323903768369,2,4,2,4,285
0.0,672,672,0.1640625,0.1640625,0.8741638264721626,0.8743323903768369,5,4,2,4,286
0.0,672,672,0.1640625,0.1640625,0.8744349115635554,0.8743323903768369,2,4,2,4,287
