delta,errors_joint,errors_amatch,error_rate_joint,error_rate_amatch,auroc_joint,auroc_amatch,joint_weight_index,joint_lambda_index,amatch_weight_index,amatch_lambda_index,r
0.0,1208,1208,0.294921875,0.294921875,0.7164964436833042,0.7231065177672725,2,3,5,2,110
0.0,1208,1208,0.294921875,0.294921875,0.7333823887190104,0.7231065177672725,6,2,5,2,111
0.0,1208,1208,0.294921875,0.294921875,0.7161594164873799,0.7231065177672725,2,3,5,2,112
-4.0,1212,1208,0.2958984375,0.294921875,0.7516128647550172,0.7231065177672725,2,2,5,2,113
0.0,1208,1208,0.294921875,0.294921875,0.7163638271787508,0.7231065177672725,2,3,5,2,114
0.0,1208,1208,0.294921875,0.294921875,0.7332037380680924,0.7231065177672725,6,2,5,2,115
0.0,1208,1208,0.294921875,0.294921875,0.7458664675828972,0.7231065177672725,4,2,5,2,116
0.0,1208,1208,0.294921875,0.294921875,0.7161412890515056,0.7231065177672725,2,3,5,2,117
0.0,1208,1208,0.294921875,0.294921875,0.7167919685918323,0.7231065177672725,2,3,5,2,118
0.0,1208,1208,0.294921875,0.294921875,0.7166746172964361,0.7231065177672725,2,3,5,2,119
-4.0,1212,1208,0.2958984375,0.294921875,0.7161431972026503,0.7231065177672725,2,3,5,2,120
0.0,1208,1208,0.294921875,0.294921875,0.7164833251441847,0.7231065177672725,2,3,5,2,121
-6.0,1214,1208,0.29638671875,0.294921875,0.7157384306410911,0.7231065177672725,2,3,5,2,122
0.0,1208,1208,0.294921875,0.294921875,0.7164415843378954,0.7231065177672725,2,3,5,2,123
0.0,1208,1208,0.294921875,0.294921875,0.7328144752345833,0.7231065177672725,6,2,5,2,124
0.0,1208,1208,0.294921875,0.294921875,0.7459439862231487,0.7231065177672725,4,2,5,2,125
0.0,1208,1208,0.294921875,0.294921875,0.7166891669489139,0.7231065177672725,2,3,5,2,126
0.0,1208,1208,0.294921875,0.294921875,0.7164637665949519,0.7231065177672725,2,3,5,2,127
0.0,1208,1208,0.294921875,0.294921875,0.7517523983074699,0.7231065177672725,2,2,5,2,128
-17.0,1225,1208,0.299072265625,0.294921875,0.7603314458538261,0.7231065177672725,4,1,5,2,129
0.0,1208,1208,0.294921875,0.294921875,0.7165913742027505,0.7231065177672725,2,3,5,2,130
0.0,1208,1208,0.294921875,0.294921875,0.7166080705252663,0.7231065177672725,2,3,5,2,131
-90.0,1298,1208,0.31689453125,0.294921875,0.7514809638071432,0.7231065177672725,2,0,5,2,132
0.0,1208,1208,0.294921875,0.294921875,0.7165183874214677,0.7231065177672725,2,3,5,2,133
0.0,1208,1208,0.294921875,0.294921875,0.7513204405920993,0.7231065177672725,2,2,5,2,134
0.0,1208,1208,0.294921875,0.294921875,0.7167583374279076,0.7231065177672725,2,3,5,2,135
0.0,1208,1208,0.294921875,0.294921875,0.7165086081468512,0.7231065177672725,2,3,5,2,136
0.0,1208,1208,0.294921875,0.294921875,0.7167137343949015,0.7231065177672725,2,3,5,2,137
0.0,1208,1208,0.294921875,0.294921875,0.7162865470573924,0.7231065177672725,2,3,5,2,138
0.0,1208,1208,0.294921875,0.294921875,0.7464269869816389,0.7231065177672725,4,2,5,2,139
-105.0,1313,1208,0.320556640625,0.294921875,0.7001803202831697,0.7231065177672725,5,3,5,2,140
-1.0,1209,1208,0.295166015625,0.294921875,0.7165131400058199,0.7231065177672725,2,3,5,2,141
-81.0,1289,1208,0.314697265625,0.294921875,0.7552116378138314,0.7231065177672725,6,0,5,2,142
-96.0,1304,1208,0.318359375,0.294921875,0.7540672241648261,0.7231065177672725,2,0,5,2,143
5.0,1203,1208,0.293701171875,0.294921875,0.7523627681548656,0.7231065177672725,2,2,5,2,144
0.0,1208,1208,0.294921875,0.294921875,0.7165706230590525,0.7231065177672725,2,3,5,2,145
-2.0,1210,1208,0.29541015625,0.294921875,0.7324779250764453,0.7231065177672725,6,2,5,2,146
0.0,1208,1208,0.294921875,0.294921875,0.7166977536290648,0.7231065177672725,2,3,5,2,147
0.0,1208,1208,0.294921875,0.294921875,0.745649415390193,0.7231065177672725,4,2,5,2,148
-1.0,1209,1208,0.295166015625,0.294921875,0.7454132816860424,0.7231065177672725,4,2,5,2,149
-3.0,1211,1208,0.295654296875,0.294921875,0.7517046945288537,0.7231065177672725,2,2,5,2,150
0.0,1208,1208,0.294921875,0.294921875,0.7162739055560592,0.7231065177672725,2,3,5,2,151
0.0,1208,1208,0.294921875,0.294921875,0.7161470135049398,0.7231065177672725,2,3,5,2,152
0.0,1208,1208,0.294921875,0.294921875,0.7528448148377833,0.7231065177672725,2,2,5,2,153
0.0,1208,1208,0.294921875,0.294921875,0.7163449841861973,0.7231065177672725,2,3,5,2,154
0.0,1208,1208,0.294921875,0.294921875,0.7163132611734175,0.7231065177672725,2,3,5,2,155
0.0,1208,1208,0.294921875,0.294921875,0.7164041368716816,0.7231065177672725,2,3,5,2,156
0.0,1208,1208,0.294921875,0.294921875,0.745359376416206,0.7231065177672725,4,2,5,2,157
-2.0,1210,1208,0.29541015625,0.294921875,0.7511506151402253,0.7231065177672725,2,2,5,2,158
0.0,1208,1208,0.294921875,0.294921875,0.7513936658922754,0.7231065177672725,2,2,5,2,159
0.0,1208,1208,0.294921875,0.294921875,0.7460403478559537,0.7231065177672725,4,2,5,2,160
0.0,1208,1208,0.294921875,0.294921875,0.744964866167049,0.7231065177672725,4,2,5,2,161
-4.0,1212,1208,0.2958984375,0.294921875,0.7516586603824889,0.7231065177672725,2,2,5,2,162
-101.0,1309,1208,0.319580078125,0.294921875,0.7004634422092574,0.7231065177672725,5,3,5,2,163
0.0,1208,1208,0.294921875,0.294921875,0.7164294198743483,0.7231065177672725,2,3,5,2,164
0.0,1208,1208,0.294921875,0.294921875,0.7518630710738597,0.7231065177672725,2,2,5,2,165
-1.0,1209,1208,0.295166015625,0.294921875,0.7159361628034557,0.7231065177672725,2,3,5,2,166
0.0,1208,1208,0.294921875,0.294921875,0.7512507930753195,0.7231065177672725,2,2,5,2,167
0.0,1208,1208,0.294921875,0.294921875,0.7457629503832999,0.7231065177672725,4,2,5,2,168
0.0,1208,1208,0.294921875,0.294921875,0.74640695139462,0.7231065177672725,4,2,5,2,169
-110.0,1318,1208,0.32177734375,0.294921875,0.6994640480472457,0.7231065177672725,5,3,5,2,170
