delta,correct_pad,correct_amatch,auroc_pad,auroc_amatch,delta_vs_p_only,pad_w0,pad_w1,pad_w2,pad_w3,pad_w4,pad_w5,pad_w6,pad_l0,pad_l1,pad_l2,pad_l3,pad_l4,am_w0,am_w1,am_w2,am_w3,am_w4,am_w5,am_w6,am_l0,am_l1,am_l2,am_l3,am_l4,min_train_pairs,mean_train_pairs,r,kind
-1.0,598,599,0.9682182925923173,0.9694163756594101,1.0,0,0,0,3,0,1,1,0,0,0,3,2,0,0,0,2,0,2,1,0,0,0,3,2,498,525.6,925,null
0.0,612,612,0.9706144587265028,0.9740601084775986,15.0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,2,0,3,0,0,0,0,3,2,498,525.6,926,null
1.0,609,608,0.9729641875325061,0.9751095920945092,12.0,0,0,0,2,0,0,3,0,0,0,2,3,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,927,null
-2.0,597,599,0.9714503306337766,0.9677724942417714,0.0,0,0,2,0,0,2,1,0,0,0,2,3,0,0,1,1,0,2,1,0,0,0,4,1,498,525.6,928,null
0.0,602,602,0.977468608366149,0.9679582435544989,5.0,0,0,2,2,0,0,1,0,0,0,1,4,0,0,0,4,0,1,0,0,0,0,2,3,498,525.6,931,null
-2.0,602,604,0.977097109740694,0.9794189761497882,5.0,0,0,1,1,0,3,0,0,0,0,3,2,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,929,null
-2.0,615,617,0.971311018649231,0.9734006984174158,18.0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,930,null
2.0,605,603,0.9680046808826808,0.9668623226094065,8.0,0,0,0,0,0,3,2,0,0,1,3,1,0,0,2,2,0,0,1,0,0,0,1,4,498,525.6,932,null
0.0,608,608,0.9717289546028679,0.9714874804963222,11.0,0,0,0,3,0,0,2,0,0,0,0,5,0,0,0,3,0,0,2,0,0,0,0,5,498,525.6,933,null
-1.0,607,608,0.9674845828070436,0.9692863511405008,10.0,0,0,2,2,0,0,1,0,0,0,1,4,0,0,0,4,0,0,1,0,0,0,1,4,498,525.6,934,null
-3.0,598,601,0.9676238947915893,0.9736421725239617,1.0,2,0,0,1,0,2,0,0,0,0,2,3,0,0,0,3,0,1,1,0,0,0,1,4,498,525.6,935,null
0.0,610,610,0.9771435470688757,0.97936325135597,13.0,0,0,0,3,0,1,1,0,0,0,3,2,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,936,null
-1.0,610,611,0.9711159818708671,0.974933130247418,13.0,0,0,0,3,0,1,1,0,0,1,1,3,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,937,null
0.0,604,604,0.9788338658146964,0.974710231072145,7.0,0,0,0,1,0,2,2,0,0,0,2,3,0,0,3,0,0,1,1,0,0,0,1,4,498,525.6,939,null
0.0,612,612,0.9779236941823316,0.9803384352477896,15.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,2,0,3,0,0,0,0,3,2,498,525.6,938,null
-1.0,607,608,0.9669366223344973,0.969908611338138,10.0,0,0,1,2,0,0,2,0,0,0,1,4,0,0,0,3,0,0,2,0,0,0,1,4,498,525.6,940,null
1.0,614,613,0.9764005498179656,0.9760754885206924,17.0,0,0,0,2,0,0,3,0,0,0,0,5,0,0,0,2,0,0,3,0,0,0,0,5,498,525.6,941,null
-2.0,608,610,0.9696021249721376,0.9727320008915967,11.0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,3,0,1,1,0,0,0,1,4,498,525.6,942,null
0.0,608,608,0.9662864997399508,0.9690355895683187,11.0,0,0,0,1,0,2,2,0,0,0,2,3,0,0,0,2,0,1,2,0,0,0,1,4,498,525.6,943,null
1.0,609,608,0.9585407533992124,0.9682090051266811,12.0,0,0,3,0,0,2,0,0,0,0,2,3,0,0,1,1,0,0,3,0,0,0,0,5,498,525.6,944,null
0.0,620,620,0.9745059068281448,0.9744223196374173,23.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,945,null
-2.0,610,612,0.9756204027045099,0.9724533769225054,13.0,0,0,0,4,0,1,0,0,0,1,0,4,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,946,null
-7.0,613,620,0.981406493795973,0.9801991232632439,16.0,0,0,0,1,0,4,0,0,0,0,4,1,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,947,null
0.0,612,612,0.970177947841593,0.970177947841593,15.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,948,null
0.0,612,612,0.9717753919310499,0.9717846793966862,15.0,0,0,0,3,0,0,2,0,0,0,2,3,0,0,0,3,0,0,2,0,0,0,2,3,498,525.6,949,null
0.0,606,606,0.9696021249721376,0.9701129355821384,9.0,0,0,0,4,0,0,1,0,0,1,3,1,0,0,0,5,0,0,0,0,0,1,3,1,498,525.6,950,null
-2.0,614,616,0.9742179953934169,0.9729084627386878,17.0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,951,null
-3.0,612,615,0.9756575525670554,0.9769206478936028,15.0,0,0,0,2,0,3,0,0,0,0,4,1,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,952,null
-5.0,605,610,0.9758247269485102,0.9796604502563341,8.0,0,0,0,3,0,1,1,0,0,2,2,1,0,0,0,0,0,4,1,0,0,0,4,1,498,525.6,953,null
-3.0,607,610,0.974143695668326,0.9720633033657775,10.0,0,0,0,2,0,3,0,0,0,0,3,2,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,954,null
0.0,613,613,0.9756111152388736,0.9766791737870569,16.0,0,0,0,2,0,2,1,0,0,0,2,3,0,0,0,2,0,3,0,0,0,0,3,2,498,525.6,955,null
1.0,608,607,0.9724998142506873,0.9744501820343264,11.0,0,0,2,3,0,0,0,0,0,0,0,5,0,0,1,3,0,1,0,0,0,0,1,4,498,525.6,956,null
1.0,605,604,0.9681068430046809,0.9678932312950442,8.0,0,0,0,2,0,0,3,0,0,0,2,3,0,0,0,2,0,0,3,0,0,0,2,3,498,525.6,957,null
-3.0,609,612,0.9763633999554202,0.9772271342596032,12.0,0,0,0,3,0,1,1,0,0,0,3,2,0,0,0,0,0,1,4,0,0,0,1,4,498,525.6,958,null
0.0,621,621,0.9756854149639647,0.9745523441563266,24.0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,1,0,4,0,0,0,0,5,0,498,525.6,959,null
-2.0,598,600,0.9643547068875845,0.9590608514748495,1.0,0,0,0,0,3,0,2,0,0,0,0,5,0,0,3,0,0,0,2,0,0,0,1,4,498,525.6,960,null
0.0,606,606,0.9687105282710454,0.9717661044654133,9.0,0,0,0,3,0,0,2,0,0,0,1,4,0,0,0,1,0,1,3,0,0,0,1,4,498,525.6,961,null
-1.0,607,608,0.9580763801173935,0.9639553458652202,10.0,0,0,2,2,1,0,0,0,1,0,1,3,0,0,1,3,0,1,0,0,0,0,2,3,498,525.6,962,null
-1.0,610,611,0.9687198157366818,0.9692306263466824,13.0,0,0,0,4,0,1,0,0,0,0,3,2,0,0,0,4,0,1,0,0,0,0,4,1,498,525.6,963,null
0.0,611,611,0.9756111152388736,0.9756111152388736,14.0,0,0,0,5,0,0,0,0,0,0,2,3,0,0,0,5,0,0,0,0,0,0,2,3,498,525.6,964,null
1.0,608,607,0.9761962255739653,0.976066201055056,11.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,965,null
1.0,602,601,0.9698714614755926,0.9712274314585035,5.0,0,0,0,1,0,0,4,0,0,0,0,5,0,0,2,1,0,0,2,0,0,0,0,5,498,525.6,966,null
2.0,607,605,0.9714967679619585,0.9722954900066869,10.0,0,0,0,1,0,0,4,0,0,0,0,5,0,0,0,3,0,0,2,0,0,0,0,5,498,525.6,967,null
-4.0,613,617,0.9796418753250613,0.9802362731257894,16.0,0,0,0,1,0,4,0,0,0,0,4,1,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,968,null
0.0,615,615,0.9758804517423286,0.9745151942937812,18.0,0,0,0,1,0,3,1,0,0,0,5,0,0,0,0,2,0,3,0,0,0,0,5,0,498,525.6,969,null
0.0,604,604,0.9735585853332341,0.9750910171632364,7.0,0,0,0,4,0,1,0,0,0,1,3,1,0,0,0,3,0,2,0,0,0,1,4,0,498,525.6,970,null
1.0,611,610,0.9704844342075936,0.9733914109517795,14.0,0,0,0,3,0,1,1,0,0,0,2,3,0,0,0,3,0,2,0,0,0,1,3,1,498,525.6,971,null
0.0,610,610,0.9689334274463184,0.9691470391559551,13.0,0,0,0,3,0,0,2,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,972,null
0.0,613,613,0.9744316071030537,0.9744594694999629,16.0,0,0,0,4,0,0,1,0,0,0,1,4,0,0,0,4,0,0,1,0,0,0,1,4,498,525.6,973,null
-5.0,609,614,0.9753603536666915,0.9790567649899696,12.0,0,0,0,1,0,3,1,0,1,0,2,2,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,974,null
-2.0,605,607,0.9673638457537707,0.9667508730217699,8.0,0,0,1,0,0,2,2,0,0,0,2,3,0,0,1,0,0,3,1,0,0,0,3,2,498,525.6,975,null
0.0,611,611,0.974217995393417,0.974217995393417,14.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,976,null
1.0,610,609,0.9757132773608738,0.9778215320603313,13.0,0,0,0,2,0,2,1,0,0,0,2,3,0,0,1,1,0,2,1,0,0,0,2,3,498,525.6,977,null
4.0,610,606,0.9739672338212348,0.9702336726354112,13.0,0,0,0,4,0,1,0,0,0,0,2,3,0,0,1,4,0,0,0,0,0,0,1,4,498,525.6,978,null
0.0,611,611,0.973995096218144,0.973995096218144,14.0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,1,4,498,525.6,979,null
0.0,603,603,0.9581599673081209,0.9676796195854076,6.0,0,0,2,1,0,1,1,0,0,0,2,3,0,0,1,2,0,1,1,0,0,1,2,2,498,525.6,980,null
-1.0,609,610,0.9774221710379671,0.9756204027045101,12.0,0,0,0,4,0,1,0,0,0,1,3,1,0,0,0,3,0,2,0,0,0,1,4,0,498,525.6,981,null
-3.0,607,610,0.9709116576268668,0.9704844342075934,10.0,0,0,0,1,0,0,4,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,498,525.6,982,null
-2.0,607,609,0.9766698863214206,0.9761312133145106,10.0,0,0,0,2,0,2,1,0,0,0,3,2,0,0,0,2,0,3,0,0,0,0,4,1,498,525.6,983,null
0.0,611,611,0.9683483171112267,0.9680604056764989,14.0,0,0,0,3,0,2,0,0,0,0,4,1,0,0,0,3,0,2,0,0,0,0,4,1,498,525.6,984,null
-4.0,597,601,0.9675124452039527,0.9701779478415931,0.0,1,0,0,2,0,2,0,0,0,0,3,2,0,0,0,0,0,3,2,0,0,0,4,1,498,525.6,985,null
-3.0,604,607,0.9694070881937736,0.9731870867077791,7.0,0,0,1,2,0,1,1,0,0,2,2,1,0,0,0,2,0,2,1,0,0,2,2,1,498,525.6,986,null
-2.0,606,608,0.9731406493795972,0.9712460063897762,9.0,0,0,0,5,0,0,0,0,0,0,2,3,0,0,0,3,0,2,0,0,0,0,3,2,498,525.6,987,null
2.0,605,603,0.969880748941229,0.9681439928672263,8.0,0,0,0,2,0,1,2,0,0,0,1,4,0,0,1,2,0,2,0,0,0,0,2,3,498,525.6,988,null
3.0,612,609,0.9701407979790476,0.9711252693365034,15.0,0,0,0,1,0,2,2,0,0,0,2,3,0,0,0,2,0,1,2,0,0,0,1,4,498,525.6,989,null
0.0,611,611,0.9727505758228695,0.9727505758228695,14.0,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0,5,0,0,0,0,0,0,3,2,498,525.6,990,null
-4.0,607,611,0.9716360799465041,0.9718496916561409,10.0,0,0,1,1,0,3,0,0,0,0,4,1,0,0,0,2,0,3,0,0,0,0,4,1,498,525.6,991,null
1.0,613,612,0.9694256631250464,0.9723790771974143,16.0,0,0,0,3,0,0,2,0,0,0,1,4,0,0,0,1,0,1,3,0,0,0,1,4,498,525.6,992,null
-2.0,605,607,0.9752581915446912,0.9743944572405082,8.0,0,0,0,2,0,3,0,0,0,0,4,1,0,0,0,1,0,4,0,0,0,0,5,0,498,525.6,993,null
-1.0,612,613,0.9681718552641354,0.9756761274983281,15.0,0,0,2,2,0,0,1,0,0,0,0,5,0,0,0,3,0,0,2,0,0,0,1,4,498,525.6,994,null
5.0,612,607,0.9703358347574115,0.9726855635634147,15.0,0,0,4,0,0,0,1,0,0,0,0,5,0,0,1,1,0,1,2,0,0,0,2,3,498,525.6,995,null
-3.0,608,611,0.9771063972063304,0.9766977487183297,11.0,0,0,1,3,0,0,1,0,0,0,0,5,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,996,null
-3.0,610,613,0.9675310201352255,0.973772197042871,13.0,0,0,1,3,0,0,1,0,0,0,0,5,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,997,null
3.0,610,607,0.9718589791217771,0.9701872353072293,13.0,0,0,0,4,0,0,1,0,0,0,3,2,0,0,0,3,0,1,1,0,0,0,3,2,498,525.6,998,null
3.0,612,609,0.9707909205735938,0.9754625157886916,15.0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,999,null
0.0,615,615,0.973846496767962,0.9739115090274165,18.0,0,0,0,1,0,0,4,0,0,0,1,4,0,0,0,1,0,0,4,0,0,0,1,4,498,525.6,1000,null
-6.0,603,609,0.9696392748346832,0.9669923471283156,6.0,0,0,0,2,0,1,2,0,0,0,2,3,0,0,0,3,0,0,2,0,0,0,0,5,498,525.6,1001,null
4.0,604,600,0.9716732298090497,0.9622278772568541,7.0,0,0,0,2,1,0,2,0,0,0,3,2,0,0,2,2,0,0,1,0,0,0,2,3,498,525.6,1002,null
0.0,614,614,0.9721283156252322,0.978527379448696,17.0,0,0,0,0,0,3,2,0,0,0,3,2,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,1003,null
1.0,609,608,0.9774221710379671,0.9759733263986923,12.0,0,0,0,1,0,3,1,0,0,0,3,2,0,0,0,1,0,2,2,0,0,0,2,3,498,525.6,1004,null
5.0,611,606,0.9789360279366968,0.9758525893454195,14.0,0,0,0,0,0,4,1,0,0,0,4,1,0,0,0,1,0,3,1,0,0,0,3,2,498,525.6,1005,null
1.0,613,612,0.966286499739951,0.9711066944052308,16.0,0,0,0,2,0,0,3,0,0,0,1,4,0,0,0,2,0,0,3,0,0,0,0,5,498,525.6,1006,null
3.0,603,600,0.9635838472397653,0.9680696931421353,6.0,0,0,3,0,0,0,2,0,0,1,0,4,0,0,1,0,0,0,4,0,0,0,0,5,498,525.6,1007,null
0.0,614,614,0.9756018277732372,0.9756018277732372,17.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,1008,null
-4.0,606,610,0.9661007504272233,0.9718032543279589,9.0,0,0,0,4,0,1,0,0,0,0,2,3,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,1009,null
2.0,603,601,0.9674567204101344,0.9603610966639423,6.0,0,0,0,3,1,1,0,0,0,1,4,0,0,0,2,3,0,0,0,0,0,1,3,1,498,525.6,1010,null
-1.0,605,606,0.9744037447061447,0.9731406493795973,8.0,0,0,0,3,0,0,2,0,0,0,2,3,0,0,0,2,0,2,1,0,0,0,4,1,498,525.6,1011,null
-2.0,609,611,0.9714689055650495,0.9719332788468682,12.0,0,0,0,2,0,3,0,0,0,0,3,2,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,1012,null
-2.0,612,614,0.9699271862694108,0.9709859573519577,15.0,0,0,1,1,0,3,0,0,0,0,3,2,0,0,0,1,0,3,1,0,0,0,3,2,498,525.6,1013,null
2.0,608,606,0.9684133293706813,0.9709488074894123,11.0,0,0,0,0,0,4,1,0,0,0,4,1,0,0,0,1,0,3,1,0,0,0,3,2,498,525.6,1014,null
0.0,606,606,0.9750167174381454,0.9755089531168735,9.0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,4,1,0,0,0,0,0,0,0,5,498,525.6,1015,null
0.0,610,610,0.9691284642246824,0.9710509696114124,13.0,0,0,0,5,0,0,0,0,0,0,2,3,0,0,0,3,0,2,0,0,0,0,3,2,498,525.6,1016,null
0.0,616,616,0.9727134259603238,0.9727134259603238,19.0,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0,5,0,0,0,0,0,0,3,2,498,525.6,1017,null
1.0,615,614,0.9780165688386953,0.9772457091908759,18.0,0,0,0,2,0,3,0,0,0,0,3,2,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,1018,null
0.0,606,606,0.9706608960546846,0.9675031577383164,9.0,0,0,0,3,0,0,2,0,0,0,0,5,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,1020,null
-2.0,607,609,0.9705030091388661,0.9772735715877852,10.0,0,0,0,3,0,2,0,0,0,0,4,1,0,0,0,2,0,3,0,0,0,0,4,1,498,525.6,1019,null
-1.0,610,611,0.9717475295341408,0.9718868415186863,13.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,1021,null
0.0,601,601,0.9657199643361318,0.9613177056244893,4.0,0,0,3,2,0,0,0,0,0,0,1,4,0,0,3,1,0,1,0,0,0,0,2,3,498,525.6,1022,null
-1.0,607,608,0.9746730812095995,0.9728248755479605,10.0,0,0,0,3,0,1,1,0,0,0,1,4,0,0,0,3,0,1,1,0,0,0,1,4,498,525.6,1024,null
4.0,614,610,0.9738650716992349,0.973846496767962,17.0,0,0,0,1,0,0,4,0,0,0,1,4,0,0,0,3,0,1,1,0,0,0,1,4,498,525.6,1023,null
-4.0,605,609,0.9734749981425068,0.9772921465190578,8.0,0,0,0,4,0,1,0,0,0,2,1,2,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,1025,null
-7.0,608,615,0.9673081209599524,0.9724348019912326,11.0,0,0,2,1,0,0,2,0,0,0,2,3,0,0,1,0,0,4,0,0,0,0,4,1,498,525.6,1026,null
0.0,611,611,0.9740972583401442,0.9755182405825098,14.0,0,0,0,2,0,0,3,0,0,0,0,5,0,0,0,0,0,1,4,0,0,0,1,4,498,525.6,1028,null
2.0,606,604,0.9763819748866929,0.9725834014414146,9.0,0,0,0,2,0,1,2,0,0,0,1,4,0,0,1,2,0,1,1,0,0,0,1,4,498,525.6,1027,null
-1.0,607,608,0.9668716100750427,0.9710045322832305,10.0,0,0,0,1,0,0,4,0,0,0,1,4,0,0,0,1,0,1,3,0,0,0,1,4,498,525.6,1029,null
1.0,615,614,0.9692306263466823,0.9736793223865071,18.0,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0,4,0,0,1,0,0,0,2,3,498,525.6,1030,null
0.0,607,607,0.9769856601530574,0.9735957351957798,10.0,0,0,0,1,0,2,2,0,0,0,5,0,0,0,0,1,0,3,1,0,0,0,5,0,498,525.6,1031,null
2.0,607,605,0.9667230106248607,0.9713295935805037,10.0,0,0,3,1,0,1,0,0,0,0,1,4,0,0,1,3,0,1,0,0,0,0,1,4,498,525.6,1032,null
0.0,612,612,0.9700200609257745,0.9700200609257745,15.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,1033,null
1.0,611,610,0.980031948881789,0.9802084107288803,14.0,0,0,0,4,0,1,0,0,1,1,3,0,0,0,0,3,0,2,0,0,1,1,3,0,498,525.6,1034,null
-1.0,612,613,0.9740879708745078,0.9734471357455976,15.0,0,0,0,5,0,0,0,0,0,0,2,3,0,0,0,5,0,0,0,0,0,0,1,4,498,525.6,1035,null
3.0,614,611,0.9770599598781485,0.9729641875325062,17.0,0,0,1,2,0,0,2,0,0,0,0,5,0,0,0,2,0,0,3,0,0,0,0,5,498,525.6,1037,null
1.0,605,604,0.9764562746117839,0.9717568169997771,8.0,0,0,0,1,0,3,1,0,0,0,3,2,0,0,1,1,0,1,2,0,0,0,2,3,498,525.6,1036,null
-1.0,606,607,0.9733356861579612,0.9720447284345047,9.0,0,0,0,3,0,0,2,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,1038,null
-2.0,604,606,0.973651459989598,0.9760197637268742,7.0,0,0,3,0,0,1,1,0,0,0,1,4,0,0,0,0,0,4,1,0,0,0,5,0,498,525.6,1039,null
3.0,607,604,0.9754810907199644,0.9733263986923248,10.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,1,2,0,2,0,0,0,0,2,3,498,525.6,1041,null
3.0,608,605,0.9632216360799465,0.9652741659855859,11.0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,1,1,0,0,3,0,0,0,0,5,498,525.6,1040,null
0.0,610,610,0.9752953414072368,0.9762519503677837,13.0,0,0,0,4,0,1,0,0,0,0,3,2,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,1042,null
-1.0,611,612,0.9671873839066796,0.9727041384946875,14.0,0,0,0,4,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,1043,null
0.0,607,607,0.9732335240359611,0.9764655620774203,10.0,0,0,0,4,0,0,1,0,0,2,1,2,0,0,0,1,0,1,3,0,0,0,4,1,498,525.6,1045,null
0.0,614,614,0.9694070881937736,0.9694070881937736,17.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,1044,null
-2.0,608,610,0.9659985883052233,0.9722397652128687,11.0,0,0,1,0,0,4,0,0,0,0,4,1,0,0,0,0,0,3,2,0,0,0,5,0,498,525.6,1046,null
-1.0,608,609,0.9714131807712312,0.9741901329965078,11.0,0,0,0,1,0,1,3,0,0,0,2,3,0,0,0,1,0,2,2,0,0,0,3,2,498,525.6,1047,null
-3.0,607,610,0.9702429601010476,0.9690634519652278,10.0,0,0,2,3,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,1048,null
2.0,611,609,0.972444089456869,0.9694535255219555,14.0,0,0,1,0,0,4,0,0,0,0,4,1,0,0,0,0,0,2,3,0,0,0,3,2,498,525.6,1049,null
0.0,614,614,0.9725834014414146,0.9727598632885058,17.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,1050,null
-1.0,612,613,0.9773943086410579,0.9777472323352403,15.0,0,0,0,3,0,1,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,1,4,498,525.6,1051,null
0.0,608,608,0.9745802065532357,0.9745802065532357,11.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,1052,null
-1.0,611,612,0.9699643361319562,0.9720540159001412,14.0,0,0,0,2,0,0,3,0,0,0,0,5,0,0,0,2,0,1,2,0,0,0,1,4,498,525.6,1053,null
-4.0,606,610,0.964540456200312,0.9739300839586893,9.0,0,0,2,1,0,1,1,0,0,1,2,2,0,0,0,2,0,2,1,0,0,0,3,2,498,525.6,1054,null
3.0,599,596,0.9644847314064938,0.9637417341555836,2.0,0,0,0,5,0,0,0,0,1,0,1,3,0,0,3,1,0,1,0,0,1,0,1,3,498,525.6,1055,null
0.0,615,615,0.9652184411917676,0.9643825692844935,18.0,0,0,0,1,0,0,4,0,0,0,2,3,0,0,0,0,0,1,4,0,0,0,3,2,498,525.6,1056,null
0.0,611,611,0.9727877256854149,0.9767163236496025,14.0,0,0,0,1,0,0,4,0,0,0,1,4,0,0,0,0,0,2,3,0,0,0,3,2,498,525.6,1057,null
-1.0,610,611,0.9756111152388737,0.9764934244743294,13.0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,1059,null
-5.0,609,614,0.9694349505906829,0.9731313619139609,12.0,0,0,0,4,0,1,0,0,0,1,1,3,0,0,0,2,0,3,0,0,0,0,3,2,498,525.6,1058,null
-1.0,614,615,0.9743015825841443,0.9759268890705105,17.0,0,0,0,1,0,4,0,0,0,0,4,1,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,1060,null
-1.0,616,617,0.9749145553161453,0.9755925403076009,19.0,0,0,0,4,0,0,1,0,0,0,2,3,0,0,0,2,0,2,1,0,0,0,2,3,498,525.6,1061,null
-2.0,600,602,0.972639126235233,0.9693142135374099,3.0,0,0,1,3,1,0,0,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,1,4,498,525.6,1063,null
-7.0,608,615,0.9731777992421429,0.9805799093543355,11.0,0,0,0,2,0,2,1,0,0,0,2,3,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,1062,null
2.0,602,600,0.971756816999777,0.9705680213983209,5.0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,1064,null
-1.0,601,602,0.9648376551006761,0.9708652202986849,4.0,0,0,1,1,0,3,0,0,0,1,2,2,0,0,2,0,0,2,1,0,0,0,2,3,498,525.6,1065,null
2.0,611,609,0.9635559848428561,0.9696671372315923,14.0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,1067,null
2.0,615,613,0.9764376996805112,0.9766141615276024,18.0,0,0,0,2,0,3,0,0,0,0,3,2,0,0,0,2,0,3,0,0,0,0,3,2,498,525.6,1068,null
2.0,608,606,0.9710974069395943,0.9733078237610521,11.0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,1066,null
2.0,609,607,0.9764748495430566,0.973456423211234,12.0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,2,0,3,0,0,0,0,4,1,498,525.6,1069,null
1.0,599,598,0.967345270822498,0.9663329370681328,2.0,0,0,1,3,0,1,0,0,0,0,1,4,0,0,1,3,0,1,0,0,0,0,1,4,498,525.6,1071,null
-1.0,612,613,0.9703915595512297,0.9680418307452263,15.0,0,0,0,1,0,0,4,0,0,0,1,4,0,0,0,1,0,0,4,0,0,0,0,5,498,525.6,1070,null
0.0,615,615,0.9697321494910469,0.9740508210119623,18.0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,2,0,3,0,0,0,0,3,2,498,525.6,1072,null
4.0,610,606,0.9752303291477822,0.9755646779106917,13.0,0,0,0,0,0,4,1,0,0,0,4,1,0,0,0,1,0,3,1,0,0,0,3,2,498,525.6,1073,null
2.0,607,605,0.9766513113901478,0.970475146741957,10.0,0,0,0,2,0,2,1,0,0,0,2,3,0,0,3,0,0,2,0,0,0,0,2,3,498,525.6,1074,null
-6.0,605,611,0.9613734304183075,0.9695278252470466,8.0,0,0,1,1,0,1,2,0,0,0,1,4,0,0,0,3,0,1,1,0,0,0,4,1,498,525.6,1075,null
-1.0,610,611,0.9740229586150532,0.9712831562523219,13.0,0,0,0,2,0,0,3,0,0,0,1,4,0,0,0,2,0,1,2,0,0,0,3,2,498,525.6,1076,null
6.0,614,608,0.9731220744483247,0.9768649230997846,17.0,0,0,0,1,0,4,0,0,0,1,4,0,0,0,0,1,0,2,2,0,0,1,2,2,498,525.6,1077,null
0.0,609,609,0.9733728360205067,0.9724719518537781,12.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,3,0,1,1,0,0,0,1,4,498,525.6,1079,null
-1.0,612,613,0.9804034475072442,0.9785552418456052,15.0,0,0,0,3,0,2,0,0,0,2,2,1,0,0,0,2,0,1,2,0,0,0,2,3,498,525.6,1078,null
