delta,correct_pad,correct_amatch,auroc_pad,auroc_amatch,delta_vs_p_only,pad_w0,pad_w1,pad_w2,pad_w3,pad_w4,pad_w5,pad_w6,pad_l0,pad_l1,pad_l2,pad_l3,pad_l4,am_w0,am_w1,am_w2,am_w3,am_w4,am_w5,am_w6,am_l0,am_l1,am_l2,am_l3,am_l4,min_train_pairs,mean_train_pairs,r,kind
-3.0,611,614,0.9693699383312281,0.9651905787948584,14.0,0,0,0,1,0,1,3,0,0,0,3,2,0,0,0,1,0,1,3,0,0,0,2,3,498,525.6,467,null
1.0,605,604,0.9760847759863288,0.9734564232112342,8.0,0,0,0,1,0,3,1,0,0,0,3,2,0,0,1,0,0,3,1,0,0,0,3,2,498,525.6,468,null
2.0,614,612,0.9772271342596032,0.9740043836837804,17.0,0,0,0,2,0,1,2,0,0,1,3,1,0,0,0,1,0,0,4,0,0,0,2,3,498,525.6,469,null
-1.0,606,607,0.9663700869306784,0.9678467939668624,9.0,0,0,0,3,0,0,2,0,0,0,3,2,0,0,0,2,0,2,1,0,0,0,4,1,498,525.6,470,null
1.0,609,608,0.9762148005052382,0.9755368155137826,12.0,0,0,0,1,0,0,4,0,0,0,1,4,0,0,0,2,0,0,3,0,1,0,0,4,498,525.6,471,null
1.0,602,601,0.9734842856081432,0.9708745077643213,5.0,0,0,0,3,0,0,2,0,0,1,2,2,0,0,1,2,0,1,1,0,0,0,4,1,498,525.6,472,null
0.0,614,614,0.9737350471803254,0.9737350471803254,17.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,473,null
0.0,607,607,0.9724626643881418,0.9740415335463258,10.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,1,2,0,2,0,0,0,0,2,3,498,525.6,474,null
-2.0,602,604,0.96931421353741,0.9721561780221414,5.0,0,0,0,3,0,1,1,0,0,0,3,2,0,0,0,1,0,2,2,0,0,0,2,3,498,525.6,475,null
-3.0,604,607,0.9785645293112416,0.976632736458875,7.0,0,0,0,1,0,2,2,0,0,0,4,1,0,0,0,1,0,3,1,0,0,0,5,0,498,525.6,476,null
0.0,604,604,0.9724162270599598,0.9722490526785051,7.0,0,0,0,3,0,0,2,0,0,0,0,5,0,0,0,3,0,0,2,0,0,0,0,5,498,525.6,477,null
-3.0,606,609,0.9736328850583252,0.9745430566906902,9.0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,478,null
-4.0,610,614,0.9765955865963296,0.9765584367337842,13.0,0,0,0,1,0,4,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,479,null
1.0,609,608,0.9720354409688684,0.9699178988037744,12.0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,1,4,498,525.6,480,null
-1.0,603,604,0.9776822200757858,0.9768834980310572,6.0,0,0,0,2,0,3,0,0,0,0,3,2,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,481,null
0.0,608,608,0.9769392228248756,0.9759083141392376,11.0,0,0,0,1,0,1,3,0,0,0,2,3,0,0,0,1,0,1,3,0,0,0,2,3,498,525.6,482,null
2.0,609,607,0.9707259083141392,0.9716918047403225,12.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,3,0,0,2,0,0,0,0,5,498,525.6,483,null
1.0,608,607,0.9706144587265028,0.9734657106768705,11.0,0,0,5,0,0,0,0,0,0,0,2,3,0,0,4,1,0,0,0,0,0,0,0,5,498,525.6,484,null
0.0,608,608,0.9718032543279589,0.9743201575154171,11.0,0,0,0,2,0,1,2,0,0,0,3,2,0,0,0,2,0,2,1,0,0,0,3,2,498,525.6,485,null
-1.0,604,605,0.957621294301211,0.9686919533397728,7.0,0,0,2,1,0,2,0,0,0,0,2,3,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,486,null
0.0,608,608,0.9748309681254179,0.9693049260717734,11.0,0,0,0,4,0,0,1,0,0,0,1,4,0,0,2,2,0,1,0,0,0,0,1,4,498,525.6,487,null
-2.0,613,615,0.9762333754365109,0.9773664462441489,16.0,0,0,0,4,0,1,0,0,0,0,2,3,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,488,null
4.0,614,610,0.972369789731778,0.974487331896872,17.0,0,0,0,3,0,2,0,0,0,0,2,3,0,0,0,3,0,2,0,0,0,1,2,2,498,525.6,489,null
-1.0,607,608,0.9733078237610521,0.9760290511925106,10.0,0,0,0,2,0,1,2,0,0,0,2,3,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,490,null
0.0,609,609,0.9769577977561482,0.9766698863214206,12.0,0,0,0,2,0,1,2,0,0,0,1,4,0,0,0,3,0,0,2,0,0,1,0,4,498,525.6,491,null
1.0,609,608,0.9715617802214132,0.9662400624117691,12.0,0,0,0,2,0,1,2,0,0,0,1,4,0,0,0,0,0,2,3,0,0,0,3,2,498,525.6,492,null
-11.0,602,613,0.9706608960546845,0.9757318522921465,5.0,0,0,0,1,1,3,0,1,0,0,3,1,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,493,null
-3.0,610,613,0.9773571587785125,0.9781280184263319,13.0,0,0,0,2,0,3,0,0,0,0,4,1,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,494,null
-4.0,609,613,0.9729456126012334,0.9731406493795973,12.0,0,0,0,1,0,4,0,0,0,1,4,0,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,496,null
5.0,609,604,0.9699086113381381,0.9751746043539639,12.0,0,0,1,0,0,3,1,0,0,1,3,1,0,0,0,1,0,1,3,0,0,0,1,4,498,525.6,495,null
-3.0,604,607,0.9724162270599599,0.9738093469054164,7.0,0,0,1,2,0,1,1,0,0,0,2,3,0,0,0,1,0,3,1,0,0,0,4,1,498,525.6,497,null
0.0,614,614,0.9727320008915967,0.9737721970428708,17.0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,498,null
8.0,612,604,0.9734378482799613,0.9573612452633925,15.0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,2,1,0,1,1,0,0,0,2,3,498,525.6,499,null
1.0,613,612,0.9782487554796047,0.9796790251876067,16.0,0,0,0,2,0,2,1,0,0,0,2,3,0,0,0,2,0,2,1,0,0,0,2,3,498,525.6,500,null
-1.0,609,610,0.9686083661490452,0.9706608960546846,12.0,0,0,0,3,0,1,1,0,0,1,1,3,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,501,null
-3.0,609,612,0.9720540159001412,0.9703172598261387,12.0,0,0,0,3,0,2,0,0,0,0,4,1,0,0,0,3,0,1,1,0,0,0,3,2,498,525.6,502,null
-1.0,614,615,0.9754532283230551,0.977784382197786,17.0,0,0,0,3,0,2,0,0,0,0,2,3,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,503,null
1.0,614,613,0.9659614384426778,0.9678096441043167,17.0,0,0,0,2,0,2,1,0,0,0,3,2,0,0,0,2,0,2,1,0,0,0,4,1,498,525.6,505,null
3.0,609,606,0.9737629095772345,0.9728341630135969,12.0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,1,0,1,3,0,0,0,1,4,498,525.6,504,null
0.0,605,605,0.9751560294226912,0.9720540159001412,8.0,0,0,1,0,0,3,1,0,0,0,3,2,0,0,1,0,0,2,2,0,0,0,2,3,498,525.6,506,null
0.0,615,615,0.9724812393194144,0.972592688907051,18.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,507,null
1.0,607,606,0.9741994204621442,0.9722583401441416,10.0,0,0,0,1,0,2,2,0,0,0,2,3,0,0,0,2,0,2,1,0,0,0,2,3,498,525.6,508,null
0.0,605,605,0.9714967679619585,0.9704658592763206,8.0,0,0,0,1,0,2,2,0,0,0,3,2,0,0,1,1,0,2,1,0,0,0,3,2,498,525.6,509,null
0.0,605,605,0.9783137677390593,0.9789174530054239,8.0,0,0,1,0,0,4,0,0,0,0,4,1,0,0,0,1,0,3,1,0,0,0,3,2,498,525.6,510,null
-1.0,611,612,0.9754532283230551,0.9742830076528718,14.0,0,0,0,0,0,1,4,0,0,0,1,4,0,0,0,0,0,2,3,0,0,0,2,3,498,525.6,511,null
0.0,606,606,0.9740229586150531,0.9740229586150531,9.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,512,null
-3.0,609,612,0.973846496767962,0.9732985362954157,12.0,0,0,1,4,0,0,0,0,0,0,1,4,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,514,null
1.0,605,604,0.971654654877777,0.9725834014414148,8.0,0,0,0,2,0,2,1,0,0,0,2,3,0,0,0,1,0,2,2,0,0,0,2,3,498,525.6,513,null
-2.0,605,607,0.9636395720335835,0.972564826510142,8.0,0,0,2,1,0,0,2,0,0,0,0,5,0,0,0,1,0,3,1,0,0,0,3,2,498,525.6,515,null
-5.0,614,619,0.9752860539416004,0.9790939148525151,17.0,0,0,0,2,0,1,2,0,0,0,2,3,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,516,null
0.0,608,608,0.9731220744483244,0.9700107734601382,11.0,0,0,0,2,0,1,2,0,0,0,2,3,0,0,0,2,0,0,3,0,0,0,1,4,498,525.6,517,null
1.0,601,600,0.9716918047403225,0.9693606508655918,4.0,0,0,0,2,0,1,2,0,1,0,1,3,0,0,0,3,0,0,2,0,0,0,0,5,498,525.6,518,null
0.0,615,615,0.9753789285979643,0.9751838918196003,18.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,519,null
2.0,613,611,0.9729827624637789,0.9704101344825024,16.0,0,0,0,5,0,0,0,0,0,1,4,0,0,0,0,2,0,3,0,0,0,0,5,0,498,525.6,520,null
0.0,607,607,0.9737071847834162,0.9737071847834162,10.0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,1,4,498,525.6,521,null
2.0,607,605,0.9724626643881418,0.9658964261832231,10.0,0,0,0,1,0,3,1,0,0,0,4,1,0,0,1,2,0,0,2,0,0,0,1,4,498,525.6,522,null
0.0,610,610,0.9778772568541496,0.977812244594695,13.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,523,null
-2.0,604,606,0.9639460583995839,0.9698807489412289,7.0,0,0,2,1,0,0,2,0,0,0,0,5,0,0,0,1,0,0,4,0,0,0,0,5,498,525.6,524,null
0.0,610,610,0.9718311167248681,0.9723047774723232,13.0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,525,null
-8.0,600,608,0.9671966713723159,0.9751653168883275,3.0,0,0,1,0,0,2,2,0,0,0,4,1,0,0,0,2,0,3,0,0,0,0,3,2,498,525.6,526,null
1.0,602,601,0.9609740693959432,0.965227728657404,5.0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,1,0,0,2,2,0,0,1,2,2,498,525.6,527,null
-1.0,606,607,0.9757504272234192,0.971459618099413,9.0,0,0,1,4,0,0,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,2,3,498,525.6,528,null
-2.0,597,599,0.973502860539416,0.9699457612006835,0.0,0,0,0,0,1,3,1,0,0,0,3,2,0,0,2,0,0,2,1,0,0,0,2,3,498,525.6,529,null
1.0,610,609,0.9737350471803254,0.9741529831339625,13.0,0,0,1,1,0,3,0,0,0,0,3,2,0,0,0,2,0,2,1,0,0,0,2,3,498,525.6,530,null
-1.0,610,611,0.9670109220595884,0.970029348391411,13.0,0,0,0,4,0,1,0,0,0,1,0,4,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,531,null
0.0,605,605,0.9680975555390445,0.9686548034772271,8.0,0,0,2,0,0,2,1,0,0,0,2,3,0,0,2,0,0,2,1,0,0,0,2,3,498,525.6,532,null
-2.0,610,612,0.9690355895683186,0.97562040270451,13.0,0,0,5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,4,0,0,0,5,0,498,525.6,533,null
3.0,606,603,0.9701129355821384,0.9686362285459543,9.0,0,0,1,1,0,3,0,0,0,3,1,1,0,0,1,2,0,2,0,0,0,0,3,2,498,525.6,534,null
0.0,612,612,0.9743573073779627,0.9723976521286871,15.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,535,null
-6.0,611,617,0.970177947841593,0.9755646779106918,14.0,0,0,0,3,0,0,2,0,0,0,1,4,0,0,0,1,0,4,0,0,0,0,4,1,498,525.6,536,null
0.0,606,606,0.9715432052901404,0.9738186343710529,9.0,0,0,1,3,0,0,1,0,0,0,1,4,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,537,null
-2.0,606,608,0.9684133293706811,0.9685433538895905,9.0,0,0,0,4,0,1,0,0,0,0,2,3,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,538,null
1.0,603,602,0.9766977487183297,0.9773200089159669,6.0,0,0,0,1,0,4,0,0,0,2,3,0,0,0,0,1,0,1,3,0,0,1,3,1,498,525.6,539,null
1.0,610,609,0.9723140649379598,0.9717661044654136,13.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,3,0,1,1,0,0,0,1,4,498,525.6,540,null
1.0,610,609,0.9687105282710454,0.9745709190875994,13.0,0,0,3,0,0,1,1,0,0,0,1,4,0,0,1,1,0,2,1,0,0,0,2,3,498,525.6,541,null
-1.0,606,607,0.9752489040790548,0.9711252693365034,9.0,0,0,0,0,0,1,4,0,0,0,1,4,0,0,0,0,0,1,4,0,0,0,1,4,498,525.6,542,null
-1.0,604,605,0.9762798127646927,0.9715896426183224,7.0,0,0,0,3,0,1,1,0,0,0,4,1,0,0,1,1,0,3,0,0,0,0,4,1,498,525.6,543,null
2.0,611,609,0.9741436956683259,0.9761497882457836,14.0,0,0,0,3,0,0,2,0,0,0,2,3,0,0,0,1,0,2,2,0,0,0,2,3,498,525.6,545,null
-5.0,613,618,0.9730106248606879,0.9737350471803256,16.0,0,0,0,1,0,4,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,544,null
1.0,609,608,0.973846496767962,0.9717010922059588,12.0,0,0,0,3,0,2,0,0,0,1,1,3,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,546,null
-1.0,612,613,0.9732799613641431,0.9753975035292369,15.0,0,0,0,4,0,0,1,0,0,0,1,4,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,547,null
-2.0,608,610,0.9747473809346906,0.9743944572405082,11.0,0,0,0,1,0,1,3,0,0,0,2,3,0,0,0,3,0,1,1,0,0,0,2,3,498,525.6,548,null
1.0,609,608,0.972072590831414,0.9714410431681403,12.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,549,null
0.0,612,612,0.9676610446541348,0.9676610446541348,15.0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,1,4,498,525.6,550,null
1.0,602,601,0.9664072367932239,0.9635281224459471,5.0,0,0,0,3,0,2,0,0,0,1,2,2,0,0,0,3,0,0,2,0,0,1,0,4,498,525.6,551,null
0.0,611,611,0.9714781930306858,0.9722304777472323,14.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,552,null
3.0,606,603,0.9758154394828739,0.9722211902815959,9.0,0,0,0,2,0,2,1,0,0,0,4,1,0,0,1,3,0,1,0,0,0,0,2,3,498,525.6,553,null
1.0,610,609,0.9713017311835945,0.9731777992421428,13.0,0,0,0,2,0,2,1,0,0,0,2,3,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,554,null
-1.0,607,608,0.970818782970503,0.9718496916561409,10.0,0,0,0,2,0,0,3,0,0,0,2,3,0,0,0,3,0,0,2,0,0,1,1,3,498,525.6,555,null
-3.0,604,607,0.9775243331599673,0.9798183371721525,7.0,0,0,0,3,0,1,1,0,0,0,1,4,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,556,null
0.0,606,606,0.9745151942937811,0.9741808455308715,9.0,0,0,0,3,0,1,1,0,0,1,1,3,0,0,0,3,0,1,1,0,0,1,1,3,498,525.6,557,null
-3.0,614,617,0.9771063972063304,0.9758061520172375,17.0,0,0,0,3,0,2,0,0,0,0,5,0,0,0,0,4,0,1,0,0,0,0,5,0,498,525.6,558,null
-1.0,608,609,0.9692584887435918,0.971431755702504,11.0,0,0,1,2,0,2,0,0,0,1,3,1,0,0,0,1,0,4,0,0,0,1,4,0,498,525.6,560,null
0.0,611,611,0.9753603536666914,0.9747009436065086,14.0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,559,null
0.0,609,609,0.970670183520321,0.9711159818708671,12.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,561,null
-2.0,608,610,0.973874359164871,0.9748031057285087,11.0,0,0,3,1,0,1,0,0,0,0,1,4,0,0,0,0,0,2,3,0,0,0,2,3,498,525.6,562,null
-1.0,613,614,0.9723419273348689,0.9691191767590459,16.0,0,0,0,1,0,3,1,0,0,0,3,2,0,0,0,0,0,4,1,0,0,0,5,0,498,525.6,563,null
2.0,610,608,0.9743015825841445,0.9709209450925032,13.0,0,0,3,2,0,0,0,0,0,0,3,2,0,0,1,4,0,0,0,0,0,0,1,4,498,525.6,564,null
-3.0,601,604,0.9741715580652351,0.9739765212868713,4.0,0,0,1,2,0,1,1,0,0,0,1,4,0,0,0,2,0,1,2,0,0,0,1,4,498,525.6,565,null
1.0,608,607,0.9771342596032394,0.9740601084775986,11.0,0,0,3,2,0,0,0,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,566,null
0.0,607,607,0.9654413403670407,0.969760011887956,10.0,0,0,0,3,0,1,1,0,0,0,3,2,0,0,0,5,0,0,0,0,0,0,1,4,498,525.6,567,null
-6.0,611,617,0.9740786834088713,0.9765212868712386,14.0,0,0,0,1,0,0,4,0,0,0,1,4,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,568,null
1.0,615,614,0.9728155880823242,0.9725462515788692,18.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,1,4,498,525.6,569,null
-1.0,603,604,0.9740508210119623,0.9725369641132328,6.0,0,0,2,1,0,0,2,0,0,0,0,5,0,0,0,0,0,1,4,0,0,0,1,4,498,525.6,570,null
0.0,610,610,0.9696299873690467,0.9703915595512296,13.0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,572,null
0.0,609,609,0.9707630581766847,0.9710695445426852,12.0,0,0,0,2,0,0,3,0,0,0,1,4,0,0,0,2,0,0,3,0,0,0,1,4,498,525.6,571,null
0.0,609,609,0.9706423211234118,0.9728713128761424,12.0,0,0,1,2,0,2,0,0,0,0,2,3,0,0,0,1,0,3,1,0,0,0,3,2,498,525.6,573,null
3.0,608,605,0.9746359313470541,0.975128167025782,11.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,3,0,1,1,0,0,0,1,4,498,525.6,574,null
-1.0,609,610,0.9722954900066869,0.9769206478936028,12.0,0,0,1,1,0,3,0,0,0,0,3,2,0,0,0,3,0,2,0,0,0,0,2,3,498,525.6,575,null
-1.0,605,606,0.9741065458057805,0.9739115090274166,8.0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,498,525.6,576,null
0.0,610,610,0.9738650716992346,0.9738186343710529,13.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,2,0,0,3,0,0,0,0,5,498,525.6,577,null
-1.0,610,611,0.9734564232112342,0.972964187532506,13.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,578,null
-3.0,605,608,0.9657664016643139,0.969193476484137,8.0,0,0,1,4,0,0,0,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,1,4,498,525.6,579,null
2.0,615,613,0.9727877256854149,0.9755275280481462,18.0,0,0,0,0,0,1,4,0,0,0,1,4,0,0,0,0,0,3,2,0,0,0,3,2,498,525.6,580,null
-1.0,606,607,0.9669830596626792,0.9732242365703246,9.0,0,0,2,2,0,1,0,0,0,1,2,2,0,0,0,2,0,2,1,0,0,0,3,2,498,525.6,581,null
0.0,617,617,0.9756018277732372,0.9756389776357826,20.0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,1,0,4,498,525.6,582,null
-1.0,608,609,0.9655527899546772,0.9636209971023106,11.0,0,0,0,4,0,0,1,0,0,0,3,2,0,0,0,2,0,0,3,0,0,0,2,3,498,525.6,583,null
0.0,610,610,0.9676703321197713,0.9722304777472323,13.0,0,0,0,2,0,3,0,0,0,0,3,2,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,584,null
0.0,617,617,0.9665186863808604,0.9728620254105059,20.0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,585,null
-2.0,615,617,0.9782951928077865,0.9768834980310572,18.0,0,0,0,0,0,4,1,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,586,null
-1.0,616,617,0.9723419273348689,0.9721933278846868,19.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,5,498,525.6,588,null
-1.0,611,612,0.98000408648488,0.9823352403596106,14.0,0,0,0,1,0,4,0,0,0,0,4,1,0,0,0,0,0,3,2,0,0,0,4,1,498,525.6,587,null
-1.0,610,611,0.9677724942417714,0.9764748495430566,13.0,0,0,3,1,0,0,1,0,0,0,0,5,0,0,0,2,0,2,1,0,0,0,2,3,498,525.6,589,null
-4.0,607,611,0.9685433538895906,0.973084924585779,10.0,0,0,1,4,0,0,0,0,1,0,0,4,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,590,null
-3.0,610,613,0.9695928375065013,0.9759083141392376,13.0,0,0,1,2,0,2,0,0,0,0,3,2,0,0,0,1,0,3,1,0,0,0,3,2,498,525.6,591,null
0.0,608,608,0.9752860539416005,0.9749888550412363,11.0,0,0,0,4,0,1,0,0,0,3,1,1,0,0,0,3,0,1,1,0,0,2,2,1,498,525.6,592,null
1.0,612,611,0.9760104762612378,0.9741344082026896,15.0,0,0,4,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,5,0,0,0,0,5,498,525.6,593,null
-4.0,603,607,0.9626643881417639,0.970744483245412,6.0,0,0,1,2,0,1,1,0,0,0,2,3,0,0,0,2,0,3,0,0,0,0,3,2,498,525.6,594,null
-1.0,608,609,0.9712088565272309,0.9694628129875918,11.0,0,0,0,2,0,2,1,0,0,1,3,1,0,0,0,2,0,3,0,0,0,1,3,1,498,525.6,595,null
-1.0,610,611,0.9715060554275949,0.973038487257597,13.0,0,0,0,3,0,0,2,0,0,0,0,5,0,0,0,4,0,1,0,0,0,0,1,4,498,525.6,596,null
1.0,607,606,0.9737536221115981,0.9749238427817818,10.0,0,0,0,3,0,1,1,0,0,0,1,4,0,0,0,1,0,3,1,0,0,0,3,2,498,525.6,597,null
-1.0,603,604,0.9665558362434058,0.9698807489412289,6.0,0,0,1,2,0,1,1,0,0,0,2,3,0,0,0,2,0,1,2,0,0,0,2,3,498,525.6,598,null
-5.0,596,601,0.9660543130990417,0.9687755405305001,-1.0,0,0,3,0,2,0,0,0,0,0,0,5,0,0,2,2,0,0,1,0,0,0,2,3,498,525.6,599,null
0.0,605,605,0.9747752433315998,0.9747752433315998,8.0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,1,4,498,525.6,600,null
-1.0,605,606,0.9711902815959581,0.9709116576268668,8.0,0,0,0,1,0,0,4,0,0,0,1,4,0,0,0,1,0,0,4,0,0,0,0,5,498,525.6,601,null
0.0,605,605,0.9747473809346906,0.9748031057285087,8.0,0,0,4,0,0,0,1,0,0,0,1,4,0,0,4,0,0,0,1,0,0,0,0,5,498,525.6,602,null
-5.0,596,601,0.9669644847314065,0.9715153428932313,-1.0,0,0,0,0,1,2,2,0,0,3,0,2,0,0,0,0,0,2,3,0,0,0,4,1,498,525.6,603,null
-1.0,606,607,0.9708002080392302,0.9700107734601382,9.0,0,0,0,3,1,1,0,0,0,0,2,3,0,0,1,3,0,1,0,0,0,0,1,4,498,525.6,604,null
0.0,604,604,0.9657849765955865,0.9645125938034029,7.0,0,0,2,3,0,0,0,0,0,0,0,5,0,0,1,1,0,3,0,0,0,0,3,2,498,525.6,605,null
-1.0,612,613,0.9737536221115981,0.9734935730737796,15.0,0,0,0,2,0,2,1,0,0,0,4,1,0,0,0,4,0,1,0,0,0,0,4,1,498,525.6,606,null
1.0,608,607,0.9700943606508655,0.9714131807712312,11.0,0,0,0,1,0,3,1,0,0,0,4,1,0,0,0,3,0,1,1,0,0,0,3,2,498,525.6,607,null
0.0,612,612,0.9719982911063229,0.9719982911063229,15.0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,608,null
-5.0,609,614,0.9738186343710529,0.9783694925328776,12.0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,2,0,3,0,0,0,0,3,2,498,525.6,609,null
-8.0,610,618,0.9782116056170592,0.9827067389850658,13.0,0,0,0,0,0,3,2,0,0,0,4,1,0,0,0,0,0,5,0,0,0,0,5,0,498,525.6,610,null
4.0,600,596,0.9761219258488744,0.9700107734601382,3.0,0,0,2,1,0,2,0,0,0,0,2,3,0,0,0,3,1,1,0,0,0,0,1,4,498,525.6,611,null
-3.0,605,608,0.9674102830819525,0.9711809941303217,8.0,0,0,1,3,0,1,0,0,0,1,3,1,0,0,0,1,0,3,1,0,0,0,4,1,498,525.6,612,null
0.0,605,605,0.9573240954008471,0.9726205513039602,8.0,0,0,0,2,0,1,2,0,0,1,1,3,0,0,1,3,0,0,1,0,0,0,0,5,498,525.6,613,null
-4.0,613,617,0.9779794189761498,0.9733171112266884,16.0,0,0,0,1,0,2,2,0,0,1,3,1,0,0,0,1,0,0,4,0,0,0,2,3,498,525.6,614,null
6.0,608,602,0.9784159298610595,0.9746080689501448,11.0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,2,0,0,1,2,2,498,525.6,615,null
0.0,612,612,0.9742272828590535,0.9769577977561483,15.0,0,0,1,4,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,616,null
0.0,602,602,0.9687848279961364,0.9755275280481462,5.0,0,0,0,3,0,1,1,0,0,0,2,3,0,0,1,2,0,1,1,0,0,0,2,3,498,525.6,617,null
0.0,614,614,0.9706794709859573,0.9699921985288654,17.0,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,1,4,0,0,0,1,4,498,525.6,618,null
1.0,608,607,0.9691098892934097,0.9699086113381381,11.0,0,0,0,2,0,0,3,0,0,0,0,5,0,0,0,2,0,1,2,0,0,0,1,4,498,525.6,619,null
-1.0,606,607,0.9720168660375956,0.971608217549595,9.0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,498,525.6,620,null
-1.0,613,614,0.9734842856081433,0.9759547514674196,16.0,0,0,1,3,0,1,0,0,0,1,0,4,0,0,0,3,0,1,1,0,0,0,1,4,498,525.6,621,null
-1.0,604,605,0.9738650716992348,0.9730942120514153,7.0,0,0,0,1,0,3,1,0,0,2,2,1,0,0,0,1,0,0,4,0,0,0,1,4,498,525.6,622,null
