F_AUROC,d_AUROC,u_AUROC,known_correct,known_ties,n_known,variant,seconds
0.7013281503077421,0.6750890832523485,0.6146744412050534,18,0,21,SH,6.608170986175537
0.8357628765792031,0.8551992225461613,0.607871720116618,21,0,21,SMH,6.492394924163818
0.8383543893747976,0.8299319727891157,0.6550048590864918,21,0,21,SMHB,6.538701057434082
0.8756073858114674,0.8513119533527697,0.7272432782636864,21,0,21,FULL,6.552359104156494
0.8765792031098153,0.8338192419825072,0.7390670553935861,20,0,21,SHVB,6.632640600204468
