panel,a,b,label,unordered_pair,single_a,single_b,double,expected_no_interaction,n_measurements,double_observed,red_released,red_reverse,red_exchange_error,red_point_distance,raw_mask,single_only,P_score,P_available,P_feature_log_variance,P_feature_skew,P_feature_kurtosis,P_feature_log_witness_count,P_feature_nonlinear,pair
KEGG,GCS1,VPS28,0,GCS1|VPS28,0.6782034512686153,0.7089474274544649,1.7541988252337517,1.3684220325447023,1,True,0.5089799315291442,0.4908624433937227,0.0001576250771331,0.5051272765261351,0.0307439761858496,-0.0307439761858496,-0.4729275703506605,True,-0.2693759753681251,-1.290063202844202,5.758367810799355,0.6931471805599453,0.2684479659150761,GCS1|VPS28
KEGG,MNS1,OST5,0,MNS1|OST5,0.2144741427093724,0.9866410867911652,1.4092007689081016,1.193349174073773,1,True,0.576528396990043,0.412781822546923,0.0106897804630339,0.6311582228009778,0.7721669440817926,-0.7721669440817928,-2.521483174700688,True,1.243552886385744,-0.7249777945763447,2.355544735375034,1.791759469228055,-0.0384448829695387,MNS1|OST5
KEGG,CWH41,OST5,0,CWH41|OST5,0.6157176119848133,0.9866410867911652,2.501781768908101,1.5767258405358886,1,True,0.5361599669888535,0.4612115052988267,0.0026285277123196,0.5620685382777213,0.3709234748063519,-0.3709234748063519,-1.966903290106542,True,0.93338192866285,-0.4478154793898981,3.9209991482353086,1.3862943611198904,-0.3453334993993363,CWH41|OST5
KEGG,ROT2,OST5,0,OST5|ROT2,0.6904081231682184,0.9866410867911652,2.3029969999999995,1.6475355764452986,2,True,0.5352593566862967,0.4620369320166076,0.0027037112970957,0.5478269439240738,0.2962329636229468,-0.2962329636229468,-1.5710672074587853,True,0.9549353792555676,0.707997244348589,-1.0427201654367195,0.916290731874155,-0.1542793601457907,OST5|ROT2
KEGG,DIE2,OST5,0,DIE2|OST5,1.323400595972287,0.9866410867911652,0.9878437141882817,2.2388293411643336,1,True,0.4472761345500151,0.5471757886553104,0.0055480767946745,0.4434899649049805,0.3343542543868891,0.3367595091811217,0.5356087439893448,True,0.2048176195932916,0.8346484771133381,-3.1013636209190265,-0.6931471805599453,-0.0712141237624394,DIE2|OST5
KEGG,ALG5,OST5,0,ALG5|OST5,1.7317384406664271,0.9866410867911652,,2.609794715553514,0,False,0.3902806932505081,0.5531674723134601,0.0565518344360318,0.3754689301889792,0.0,0.7450973538752619,-1.710992217699715,True,0.5708190416758896,-0.5793124243160621,0.7662522798095264,1.3862943611198904,-0.1012712539611158,ALG5|OST5
KEGG,ALG8,OST5,0,ALG8|OST5,2.074264339602236,0.9866410867911652,,2.912762818630213,0,False,0.3528010697096019,0.4870842583320834,0.1601146719583146,0.3254756478348262,0.0,1.0876232528110703,-1.0490702771840137,True,0.5579296730331311,0.1688293446740171,-1.2558929257926952,0.6931471805599453,-0.1827658752297875,ALG8|OST5
KEGG,ALG12,OST5,0,ALG12|OST5,2.1390069455361376,0.9866410867911652,1.2626309495148824,2.9690558874118627,1,True,0.3283488729493115,0.4857560170746405,0.1858951099760479,0.3083838466750451,0.600386133297538,1.1523658587449723,-1.2624415780656195,True,0.7564944043523183,1.0699293277958972,-1.294960569796583,0.6931471805599453,-0.4856218765035122,ALG12|OST5
KEGG,ALG9,OST5,0,ALG9|OST5,2.1575587937777736,0.9866410867911652,-0.0096568045629905,2.9851252389859795,1,True,0.3316629406544625,0.4782957599683964,0.1900412993771409,0.3082440234238528,1.1709177069866084,1.1709177069866084,-1.388585945898587,True,0.6317663294669007,0.4485314823702103,2.578905514256231,0.916290731874155,-0.2631728350186503,ALG9|OST5
KEGG,ALG6,OST5,0,ALG6|OST5,2.5299364083909355,0.9866410867911652,,3.3014383179532443,0,False,0.2791210408072281,0.4078672188494354,0.3130117403433365,0.2527601591866492,0.0,1.5432953215997702,-0.77991269479021,True,0.3865058317117693,1.1474464357627294,1.209387606172803,0.4054651081081643,-0.2737189041231743,ALG6|OST5
